alias,coordinate,family,generated_iqr,generated_median,iqr_ratio,median_difference,method_id,missing_templates,painter_id,reference_iqr,reference_median,status
gpt-image-1,lightness_median,color,0.4067009168276172,0.14396933156946282,0.42941617702150997,0.012131940889709453,by_name,[],claude_monet,0.9471019924040847,0.13183739067975336,descriptive_all_available
gpt-image-1,lightness_iqr,color,0.5867743520498268,-0.3137472327983492,0.6097977001840499,0.07473763769971115,by_name,[],claude_monet,0.9622442850681886,-0.38848487049806035,descriptive_all_available
gpt-image-1,chroma_median,color,0.3969814718619207,-0.13327363535465198,0.41273661471063244,-0.0838795956430756,by_name,[],claude_monet,0.9618276104247315,-0.04939403971157638,descriptive_all_available
gpt-image-1,chroma_iqr,color,0.5091488936579268,0.04457750681414485,0.5749524817586571,0.17161399487387088,by_name,[],claude_monet,0.8855495189803319,-0.12703648805972603,descriptive_all_available
gpt-image-1,chromatic_fraction,color,0.5176482090322342,-0.26498009762859387,0.4688729173328062,-0.3283665689685906,by_name,[],claude_monet,1.1040266773711036,0.06338647133999677,descriptive_all_available
gpt-image-1,hue_concentration,color,0.934923415713304,-0.683463761646325,0.6842490816313365,-0.36709160510743477,by_name,[],claude_monet,1.3663495367568899,-0.3163721565388903,descriptive_all_available
gpt-image-1,hue_entropy,color,0.6478876137060765,-0.2177300266677183,0.6247730779472425,-0.46854471293660527,by_name,[],claude_monet,1.0369966897978051,0.250814686268887,descriptive_all_available
gpt-image-1,deltae_01,color,0.7733503989000436,0.7478943265562207,0.6641925245363781,0.6982051505277603,by_name,[],claude_monet,1.1643467373256877,0.049689176028460395,descriptive_all_available
gpt-image-1,deltae_04,color,0.42280898460950833,0.19759205618159487,0.41121945169556273,0.23462206952052597,by_name,[],claude_monet,1.0281833285516018,-0.0370300133389311,descriptive_all_available
gpt-image-1,deltae_16,color,0.3515120298040403,-0.03490135238049628,0.2951989964160664,0.16091555569910554,by_name,[],claude_monet,1.1907629567568172,-0.1958169080796018,descriptive_all_available
gpt-image-1,deltae_slope,color,0.5127201308627819,-1.0032828578406001,0.596586587080886,-0.6820622849570979,by_name,[],claude_monet,0.8594228264023419,-0.3212205728835023,descriptive_all_available
gpt-image-1,spectral_slope,spatial,0.35230095918332516,0.9077672848011159,0.3984904135435598,0.6820953543906664,by_name,[],claude_monet,0.8840889196066305,0.22567193041044953,descriptive_all_available
gpt-image-1,spectral_residual,spatial,1.1944577465559125,0.8138871322982583,1.162929111400338,0.8685164736370115,by_name,[],claude_monet,1.0271113990066079,-0.054629341338753176,descriptive_all_available
gpt-image-1,spectral_anisotropy,spatial,0.4460325736240324,-0.24386833679990577,0.5331815728229568,-0.42531585122712356,by_name,[],claude_monet,0.8365491163966723,0.18144751442721777,descriptive_all_available
gpt-image-1,orientation_entropy,spatial,0.5728239039895733,0.1895744433885426,0.4920042200114437,0.38281317973736917,by_name,[],claude_monet,1.1642662414079492,-0.1932387363488266,descriptive_all_available
gpt-image-1,horizontal_vertical_balance,spatial,0.7051135214840988,-0.1902058028122775,0.7309747309488428,0.09340991145922584,by_name,[],claude_monet,0.9646209254987859,-0.28361571427150334,descriptive_all_available
gpt-image-1,gradient_median,spatial,0.6350576421698815,0.6610380308924537,0.5661204009430316,0.571261033039367,by_name,[],claude_monet,1.1217713424777056,0.0897769978530867,descriptive_all_available
gpt-image-1,gradient_iqr,spatial,0.4827845160892718,0.32870412982430003,0.4380448263082012,0.37174774670741473,by_name,[],claude_monet,1.1021349576437927,-0.043043616883114685,descriptive_all_available
gpt-image-1,quadrant_jsd,spatial,1.0092505836804162,-0.07611293751111466,0.747320131774013,-0.028571138708767665,by_name,[],claude_monet,1.3504929691705536,-0.04754179880234699,descriptive_all_available
gpt-image-1,wavelet_energy_1,texture,0.4951496616790327,0.16785359620135254,0.4564714096430535,0.18567275890131238,by_name,[],claude_monet,1.0847331316242224,-0.01781916269995985,descriptive_all_available
gpt-image-1,wavelet_energy_2,texture,0.5015269642449598,0.17262360455128936,0.48235676180332104,0.260801887442767,by_name,[],claude_monet,1.0397427878277683,-0.08817828289147762,descriptive_all_available
gpt-image-1,wavelet_energy_3,texture,0.4276761151803714,-0.061378762654754906,0.41913840699099375,0.09544248826428563,by_name,[],claude_monet,1.02036966321142,-0.15682125091904053,descriptive_all_available
gpt-image-1,wavelet_energy_4,texture,0.4898708679638011,-0.7110876948587844,0.45991683079067625,-0.4675574654954968,by_name,[],claude_monet,1.0651292476546872,-0.2435302293632876,descriptive_all_available
gpt-image-1,wavelet_slope,texture,0.38492601480000743,-0.8975324681912462,0.40354465873087364,-0.7147361138038278,by_name,[],claude_monet,0.9538622466484358,-0.18279635438741837,descriptive_all_available
gpt-image-1,wavelet_curvature,texture,0.5395120871627911,-1.241773981887266,0.4964318623134962,-1.3644521782439887,by_name,[],claude_monet,1.0867797337756089,0.12267819635672272,descriptive_all_available
gpt-image-1,lbp_entropy_8,texture,0.33079632326589326,0.7246941443283909,0.284915914678962,0.8802589882584346,by_name,[],claude_monet,1.161031399873287,-0.15556484393004383,descriptive_all_available
gpt-image-1,lbp_entropy_16,texture,0.5067234452631542,-0.017899600958188735,0.43391765173597174,0.21371082437224723,by_name,[],claude_monet,1.1677871209800033,-0.23161042533043597,descriptive_all_available
gpt-image-1,lbp_entropy_32,texture,0.38157898291050013,-0.47366080088019225,0.39719746481599766,-0.24535454815627705,by_name,[],claude_monet,0.9606782940753844,-0.2283062527239152,descriptive_all_available
gpt-image-1,local_cv_01,texture,0.589366926568894,0.20330938110892163,0.5702810598083617,0.40085807194618883,by_name,[],claude_monet,1.0334674743835013,-0.19754869083726723,descriptive_all_available
gpt-image-1,local_cv_04,texture,0.39862278916877947,-0.22025623328464722,0.3680195900245161,0.20446484222603772,by_name,[],claude_monet,1.0831564405096605,-0.42472107551068494,descriptive_all_available
gpt-image-1,local_cv_16,texture,0.3122587052694961,-0.470772594782992,0.3067345946517066,0.029203589019223097,by_name,[],claude_monet,1.0180094150255927,-0.4999761838022151,descriptive_all_available
gpt-image-1,lightness_median,color,0.47419061499725,0.47602071736324586,0.5081715166764348,0.019053592392429985,by_name,[],alfred_sisley,0.9331310383127569,0.4569671249708159,descriptive_all_available
gpt-image-1,lightness_iqr,color,0.4143594938739933,-0.35156097725244856,0.46515072676383357,-0.30117691049016376,by_name,[],alfred_sisley,0.8908069364027287,-0.0503840667622848,descriptive_all_available
gpt-image-1,chroma_median,color,0.5369130351796716,-0.27489605886093266,0.649808313337101,-0.28378728040364554,by_name,[],alfred_sisley,0.8262637214078504,0.008891221542712902,descriptive_all_available
gpt-image-1,chroma_iqr,color,0.41222959822729144,-0.09229612761449649,0.5150953056141163,-0.03335607417239947,by_name,[],alfred_sisley,0.8002977191489167,-0.05894005344209702,descriptive_all_available
gpt-image-1,chromatic_fraction,color,0.7707634515578167,-0.5163675871521654,0.8265896740112133,-0.5183136031096736,by_name,[],alfred_sisley,0.9324619890513666,0.0019460159575082018,descriptive_all_available
gpt-image-1,hue_concentration,color,0.9126038862451995,-0.29653845513684063,0.6466604373368693,0.005341771637371762,by_name,[],alfred_sisley,1.4112567176732824,-0.3018802267742124,descriptive_all_available
gpt-image-1,hue_entropy,color,0.4125979251936486,-0.9574302948590696,0.35895792838275603,-1.013195711284891,by_name,[],alfred_sisley,1.1494325450688927,0.05576541642582149,descriptive_all_available
gpt-image-1,deltae_01,color,0.5670649671972465,-0.1582984963497136,0.5480664869627248,-0.12594612307579825,by_name,[],alfred_sisley,1.0346645538204817,-0.03235237327391536,descriptive_all_available
gpt-image-1,deltae_04,color,0.4038000471072172,-0.33730809326653605,0.46772459231758284,-0.17462048577682046,by_name,[],alfred_sisley,0.8633286633623036,-0.16268760748971559,descriptive_all_available
gpt-image-1,deltae_16,color,0.3620963949838421,-0.43196403969417946,0.35378002528322106,-0.23869999149569932,by_name,[],alfred_sisley,1.0235071770769515,-0.19326404819848014,descriptive_all_available
gpt-image-1,deltae_slope,color,0.6775001555495771,-0.44677959805556344,0.6742062010087105,-0.2567859338088802,by_name,[],alfred_sisley,1.0048856782034017,-0.18999366424668324,descriptive_all_available
