after,alias,before,contribution_sd,family,first_half_mean,included_pairs,interpretation,painter_id,second_half_mean,status
style_instruction,gpt-image-1,by_name,0.007464788044889001,color,0.0049302977763541565,64,descriptive slot order; does not test no interference,claude_monet,0.002090081990079075,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.009920098593612267,color,-0.0008035284928704213,64,descriptive slot order; does not test no interference,claude_monet,0.005503545620398719,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.010257559252788023,spatial,0.003257895454777755,64,descriptive slot order; does not test no interference,claude_monet,0.0013441361031003038,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.00895291354118212,spatial,0.00018508511642660467,64,descriptive slot order; does not test no interference,claude_monet,0.00140606904997319,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.012043702708024755,texture,0.0022996536806228172,64,descriptive slot order; does not test no interference,claude_monet,-0.0008586487523557253,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.011540539847927052,texture,0.000515482301280681,64,descriptive slot order; does not test no interference,claude_monet,0.002748063217260262,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.0065913780824045885,color,0.0031737801913628598,64,descriptive slot order; does not test no interference,alfred_sisley,0.0006926991800717416,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.007516354004881202,color,-0.0014529247101371019,64,descriptive slot order; does not test no interference,alfred_sisley,0.00016250398303164918,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.006496497117262913,spatial,0.002341532926544272,64,descriptive slot order; does not test no interference,alfred_sisley,-0.00031200604429495863,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.006989632073433854,spatial,-0.0007211608831684357,64,descriptive slot order; does not test no interference,alfred_sisley,0.0013690339850078001,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.008824743566025618,texture,0.007139212204057246,64,descriptive slot order; does not test no interference,alfred_sisley,-0.0001442288802106684,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.009114385616074406,texture,-0.0006828213376926279,64,descriptive slot order; does not test no interference,alfred_sisley,0.002408450819096804,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.00926562018740821,color,0.0008318891031128725,63,descriptive slot order; does not test no interference,camille_pissarro,0.004233163462809234,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.00842702809474869,color,-0.001248455886406279,64,descriptive slot order; does not test no interference,camille_pissarro,-0.005092383279701451,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.008129171718442262,spatial,0.0038471793817437218,63,descriptive slot order; does not test no interference,camille_pissarro,0.001968116643933723,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.007889407244827763,spatial,-0.0016347052998743807,64,descriptive slot order; does not test no interference,camille_pissarro,0.0009335596614706608,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.011058134202497382,texture,0.005278219295109795,63,descriptive slot order; does not test no interference,camille_pissarro,0.0031036762181202073,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.009832810379559201,texture,0.002020188174998957,64,descriptive slot order; does not test no interference,camille_pissarro,0.0003670241839061664,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.008640525769784314,color,0.005715994813119925,63,descriptive slot order; does not test no interference,paul_cezanne,-0.0004105731242917643,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.00843624424383567,color,-0.0024076897968585967,64,descriptive slot order; does not test no interference,paul_cezanne,-0.0012917800745517434,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.0075898059849514995,spatial,0.002845804571407763,63,descriptive slot order; does not test no interference,paul_cezanne,0.000720151283435161,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.006842715758136384,spatial,-0.0010264052604693063,64,descriptive slot order; does not test no interference,paul_cezanne,-0.0017954815099837519,conditional_joint_randomization
style_instruction,gpt-image-1,by_name,0.01901411619676314,texture,0.007273642397460497,63,descriptive slot order; does not test no interference,paul_cezanne,-0.001801484714733225,conditional_joint_randomization
style_aspects,gpt-image-1,style_instruction,0.016372557136418157,texture,-0.0032598542212185387,64,descriptive slot order; does not test no interference,paul_cezanne,-0.0031377360397176705,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.006029734838491839,color,0.005398386264953565,64,descriptive slot order; does not test no interference,claude_monet,0.005790766060644599,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.008491794401348386,color,0.0011741280495008693,64,descriptive slot order; does not test no interference,claude_monet,-2.343416847812481e-05,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.009587346230523314,spatial,0.004068415138476576,64,descriptive slot order; does not test no interference,claude_monet,0.002228581387885881,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.010059647167016333,spatial,-0.0009433814804127028,64,descriptive slot order; does not test no interference,claude_monet,-0.0010290476453715257,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.01197531787530706,texture,0.0031309406973843643,64,descriptive slot order; does not test no interference,claude_monet,0.0036102674355515457,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.01057739026615181,texture,-0.0015689621282581495,64,descriptive slot order; does not test no interference,claude_monet,0.0007620085870932232,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.007550058799548315,color,0.0014825625118120122,64,descriptive slot order; does not test no interference,alfred_sisley,-0.00016286591238257584,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.007086791378773644,color,-0.000394254678877148,64,descriptive slot order; does not test no interference,alfred_sisley,0.0005597826104277769,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.005163363380745326,spatial,0.0015677356849540457,64,descriptive slot order; does not test no interference,alfred_sisley,0.0015690983055352784,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.006293595510616587,spatial,0.0005730503194678997,64,descriptive slot order; does not test no interference,alfred_sisley,4.487020631813144e-05,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.00957744032879407,texture,0.0020680469041550894,64,descriptive slot order; does not test no interference,alfred_sisley,0.0015631115184052177,conditional_joint_randomization
