allocated,arm,complete,generated_mass_in_reference_central80,generated_summary.maximum,generated_summary.minimum,generated_summary.n,generated_summary.quantiles_10_50_90,generated_summary.weighted_mean,generated_weighting,measured,painter_id,pipeline,polarity,reference_mass_in_generated_central80,reference_weighting,status,wasserstein_1
24,free,True,0.9166666666666666,0.21574941516030924,-0.6965008146529512,24,"[-0.5197493301060635, -0.14963858042835576, 0.20305905611320632]",-0.13720309410796175,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.5,empirical_reference_mixture,descriptive_complete,0.5385152607905475
24,free,True,0.0,5.261165869429928,2.429986631061882,24,"[2.638712727844793, 3.181438241944075, 4.430884618086548]",3.3513770150363853,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,vivid,0.05263157894736843,empirical_reference_mixture,descriptive_complete,2.982359690678993
48,free,True,0.45833333333333337,5.261165869429928,-0.6965008146529512,48,"[-0.4391273527268718, 2.429986631061882, 3.805352137369989]",1.607086960464212,"equal broad classes and, for mixture, equal polarity within class",48,claude_monet,primary512,equal_polarity_mixture,0.8421052631578948,empirical_reference_mixture,descriptive_complete,1.2380696361068215
24,generic,True,1.0,0.6064934190292528,-0.31005659869438273,24,"[-0.22158286745883957, 0.031051052322636153, 0.584350456680049]",0.08477703382601791,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.44736842105263164,empirical_reference_mixture,descriptive_complete,0.49439396058870244
24,generic,True,0.0,4.60661243619623,1.6869923347961422,24,"[1.8483706337626635, 2.481415067359263, 4.007340129638913]",2.720307423206948,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,vivid,0.05263157894736843,empirical_reference_mixture,descriptive_complete,2.3512900988495558
48,generic,True,0.5000000000000001,4.60661243619623,-0.31005659869438273,48,"[-0.14956267217143993, 1.6869923347961422, 3.5305638719388956]",1.4025422285164832,"equal broad classes and, for mixture, equal polarity within class",48,claude_monet,primary512,equal_polarity_mixture,0.6052631578947368,empirical_reference_mixture,descriptive_complete,1.0335249041590922
24,monet,True,0.29166666666666663,0.09096902571649833,-1.0082911460925077,24,"[-0.9818134988478346, -0.6285587946062804, -0.3318005752257056]",-0.6425505358978265,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.21052631578947373,empirical_reference_mixture,descriptive_complete,1.0134220518518406
24,monet,True,0.4583333333333333,2.5604107178470232,0.9991241666198464,24,"[1.1822658698324073, 1.6007481548215887, 2.3922362126585504]",1.7086121383278847,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,vivid,0.10526315789473686,empirical_reference_mixture,descriptive_complete,1.4699768320923186
48,monet,True,0.37500000000000006,2.5604107178470232,-1.0082911460925077,48,"[-0.8851588878487218, 0.9991241666198464, 2.1459395841976354]",0.5330308012150292,"equal broad classes and, for mixture, equal polarity within class",48,claude_monet,primary512,equal_polarity_mixture,0.8947368421052632,empirical_reference_mixture,descriptive_complete,0.6197835597970135
24,cezanne,True,0.8333333333333333,0.1909284610946827,-0.7443333573452824,24,"[-0.6799053081894243, -0.21493672902819005, 0.12713113213476845]",-0.23414153195205928,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.5526315789473685,empirical_reference_mixture,descriptive_complete,0.6291521730646779
24,cezanne,True,0.125,3.9536860941465215,1.382748606240126,24,"[1.572935630763701, 2.2298220709704726, 3.606557623722383]",2.3836679305515984,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,vivid,0.05263157894736843,empirical_reference_mixture,descriptive_complete,2.014650606194206
48,cezanne,True,0.4791666666666667,3.9536860941465215,-0.7443333573452824,48,"[-0.5185221929141297, 1.382748606240126, 2.80442502027542]",1.0747631992997697,"equal broad classes and, for mixture, equal polarity within class",48,claude_monet,primary512,equal_polarity_mixture,0.8421052631578948,empirical_reference_mixture,descriptive_complete,0.7181573444637858
24,free,True,0.9166666666666666,0.21574941516030924,-0.6965008146529512,24,"[-0.5197493301060635, -0.14963858042835576, 0.20305905611320632]",-0.13720309410796175,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.4658119658119659,equal_broad_class,descriptive_complete,0.5020597559871993
24,free,True,0.0,5.261165869429928,2.429986631061882,24,"[2.638712727844793, 3.181438241944075, 4.430884618086548]",3.3513770150363853,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,vivid,0.04151404151404152,equal_broad_class,descriptive_complete,3.0193761167025586
48,free,True,0.45833333333333337,5.261165869429928,-0.6965008146529512,48,"[-0.4391273527268718, 2.429986631061882, 3.805352137369989]",1.607086960464212,"equal broad classes and, for mixture, equal polarity within class",48,claude_monet,primary512,equal_polarity_mixture,0.8373015873015874,equal_broad_class,descriptive_complete,1.276758636287588
24,generic,True,1.0,0.6064934190292528,-0.31005659869438273,24,"[-0.22158286745883957, 0.031051052322636153, 0.584350456680049]",0.08477703382601791,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.3763736263736264,equal_broad_class,descriptive_complete,0.48583461659460153
24,generic,True,0.0,4.60661243619623,1.6869923347961422,24,"[1.8483706337626635, 2.481415067359263, 4.007340129638913]",2.720307423206948,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,vivid,0.04151404151404152,equal_broad_class,descriptive_complete,2.388306524873121
48,generic,True,0.5000000000000001,4.60661243619623,-0.31005659869438273,48,"[-0.14956267217143993, 1.6869923347961422, 3.5305638719388956]",1.4025422285164832,"equal broad classes and, for mixture, equal polarity within class",48,claude_monet,primary512,equal_polarity_mixture,0.6074481074481075,equal_broad_class,descriptive_complete,1.0705413301826576
24,monet,True,0.29166666666666663,0.09096902571649833,-1.0082911460925077,24,"[-0.9818134988478346, -0.6285587946062804, -0.3318005752257056]",-0.6425505358978265,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.2716727716727717,equal_broad_class,descriptive_complete,0.9756698355121555
24,monet,True,0.3333333333333333,2.5604107178470232,0.9991241666198464,24,"[1.1822658698324073, 1.6007481548215887, 2.3922362126585504]",1.7086121383278847,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,vivid,0.09279609279609281,equal_broad_class,descriptive_complete,1.4763938504368126
48,monet,True,0.31250000000000006,2.5604107178470232,-1.0082911460925077,48,"[-0.8851588878487218, 0.9991241666198464, 2.1459395841976354]",0.5330308012150292,"equal broad classes and, for mixture, equal polarity within class",48,claude_monet,primary512,equal_polarity_mixture,0.926739926739927,equal_broad_class,descriptive_complete,0.6033425387150853
24,cezanne,True,0.8333333333333333,0.1909284610946827,-0.7443333573452824,24,"[-0.6799053081894243, -0.21493672902819005, 0.12713113213476845]",-0.23414153195205928,"equal broad classes and, for mixture, equal polarity within class",24,claude_monet,primary512,muted,0.565018315018315,equal_broad_class,descriptive_complete,0.5852723401235529
