painter_id,alias,method_id,condition,family,classifier,balanced_accuracy,auc,real_specificity,generated_recall
claude_monet,gpt-image-1,by_name,named,all31,linear,0.9462594696969697,0.9871632996632996,0.9393939393939394,0.953125
claude_monet,gpt-image-1,by_name,named,all31,rbf,0.9529934764309764,0.993108164983165,0.9528619528619529,0.953125
claude_monet,gpt-image-1,by_name,named,color,linear,0.8700284090909092,0.9262415824915825,0.8181818181818182,0.921875
claude_monet,gpt-image-1,by_name,named,color,rbf,0.9065919612794613,0.9706439393939394,0.9225589225589226,0.890625
claude_monet,gpt-image-1,by_name,named,spatial,linear,0.8231534090909092,0.8957281144781145,0.8181818181818182,0.828125
claude_monet,gpt-image-1,by_name,named,spatial,rbf,0.8401199494949495,0.9084069865319865,0.898989898989899,0.78125
claude_monet,gpt-image-1,by_name,named,texture,linear,0.9338699494949495,0.9811132154882155,0.898989898989899,0.96875
claude_monet,gpt-image-1,by_name,named,texture,rbf,0.9529934764309764,0.9926346801346801,0.9528619528619529,0.953125
claude_monet,gpt-image-1,by_name,artist_free,all31,linear,0.9595959595959596,0.9885837542087542,0.9191919191919192,1.0
claude_monet,gpt-image-1,by_name,artist_free,all31,rbf,0.9502314814814814,0.9938973063973064,0.9629629629629629,0.9375
claude_monet,gpt-image-1,by_name,artist_free,color,linear,0.9069339225589226,0.9468118686868687,0.8451178451178452,0.96875
claude_monet,gpt-image-1,by_name,artist_free,color,rbf,0.9177714646464646,0.9801662457912458,0.9292929292929293,0.90625
claude_monet,gpt-image-1,by_name,artist_free,spatial,linear,0.7167508417508417,0.811026936026936,0.6835016835016835,0.75
claude_monet,gpt-image-1,by_name,artist_free,spatial,rbf,0.7444234006734007,0.8478009259259259,0.8013468013468014,0.6875
claude_monet,gpt-image-1,by_name,artist_free,texture,linear,0.8387784090909092,0.9402356902356902,0.8181818181818182,0.859375
claude_monet,gpt-image-1,by_name,artist_free,texture,rbf,0.8680029461279462,0.9545454545454546,0.8922558922558923,0.84375
claude_monet,gpt-image-1,style_instruction,named,all31,linear,0.9703019781144782,0.9897411616161617,0.9562289562289562,0.984375
claude_monet,gpt-image-1,style_instruction,named,all31,rbf,0.9614109848484849,0.9920559764309764,0.9696969696969697,0.953125
claude_monet,gpt-image-1,style_instruction,named,color,linear,0.8510364057239057,0.9350799663299664,0.8114478114478114,0.890625
claude_monet,gpt-image-1,style_instruction,named,color,rbf,0.9490214646464646,0.9765888047138047,0.9292929292929293,0.96875
claude_monet,gpt-image-1,style_instruction,named,spatial,linear,0.8655829124579124,0.9292403198653199,0.8249158249158249,0.90625
claude_monet,gpt-image-1,style_instruction,named,spatial,rbf,0.8724484427609427,0.9465488215488216,0.8855218855218855,0.859375
claude_monet,gpt-image-1,style_instruction,named,texture,linear,0.9321864478114479,0.9813236531986532,0.8956228956228957,0.96875
claude_monet,gpt-image-1,style_instruction,named,texture,rbf,0.9529934764309764,0.9906355218855218,0.9528619528619529,0.953125
claude_monet,gpt-image-1,style_instruction,artist_free,all31,linear,0.9500999579124579,0.985848063973064,0.9158249158249159,0.984375
claude_monet,gpt-image-1,style_instruction,artist_free,all31,rbf,0.9468644781144782,0.9952651515151515,0.9562289562289562,0.9375
claude_monet,gpt-image-1,style_instruction,artist_free,color,linear,0.9052504208754208,0.9482849326599326,0.8417508417508418,0.96875
claude_monet,gpt-image-1,style_instruction,artist_free,color,rbf,0.9333964646464646,0.9832175925925926,0.9292929292929293,0.9375
claude_monet,gpt-image-1,style_instruction,artist_free,spatial,linear,0.7117003367003367,0.7908249158249159,0.6734006734006734,0.75
claude_monet,gpt-image-1,style_instruction,artist_free,spatial,rbf,0.7796454124579124,0.8622159090909091,0.8249158249158249,0.734375
claude_monet,gpt-image-1,style_instruction,artist_free,texture,linear,0.841540404040404,0.9285037878787878,0.8080808080808081,0.875
claude_monet,gpt-image-1,style_instruction,artist_free,texture,rbf,0.8701599326599326,0.9554924242424242,0.8653198653198653,0.875
claude_monet,gpt-image-1,style_aspects,named,all31,linear,0.9730639730639731,0.9950547138047138,0.9461279461279462,1.0
claude_monet,gpt-image-1,style_aspects,named,all31,rbf,0.9804029882154882,0.9972117003367004,0.9764309764309764,0.984375
claude_monet,gpt-image-1,style_aspects,named,color,linear,0.8896254208754208,0.9513362794612794,0.8417508417508418,0.9375
claude_monet,gpt-image-1,style_aspects,named,color,rbf,0.9534669612794613,0.9872685185185185,0.9225589225589226,0.984375
claude_monet,gpt-image-1,style_aspects,named,spatial,linear,0.8733954124579124,0.9373421717171717,0.8249158249158249,0.921875
claude_monet,gpt-image-1,style_aspects,named,spatial,rbf,0.8914404461279462,0.9589120370370371,0.8922558922558923,0.890625
claude_monet,gpt-image-1,style_aspects,named,texture,linear,0.9494949494949495,0.9876367845117845,0.898989898989899,1.0
claude_monet,gpt-image-1,style_aspects,named,texture,rbf,0.9814814814814814,0.9947916666666666,0.9629629629629629,1.0
claude_monet,gpt-image-1,style_aspects,artist_free,all31,linear,0.9595959595959596,0.98621632996633,0.9191919191919192,1.0
claude_monet,gpt-image-1,style_aspects,artist_free,all31,rbf,0.9312394781144782,0.9889520202020202,0.9562289562289562,0.90625
claude_monet,gpt-image-1,style_aspects,artist_free,color,linear,0.9080124158249159,0.9529145622895623,0.8316498316498316,0.984375
claude_monet,gpt-image-1,style_aspects,artist_free,color,rbf,0.928950968013468,0.9837962962962963,0.936026936026936,0.921875
claude_monet,gpt-image-1,style_aspects,artist_free,spatial,linear,0.7167508417508417,0.7902462121212122,0.6835016835016835,0.75
claude_monet,gpt-image-1,style_aspects,artist_free,spatial,rbf,0.7745949074074074,0.8683186026936027,0.8148148148148148,0.734375
claude_monet,gpt-image-1,style_aspects,artist_free,texture,linear,0.8510364057239057,0.9277146464646465,0.8114478114478114,0.890625
