cell_id,condition,cross_twice,energy,generated_decomposition.between_brief_means,generated_decomposition.between_brief_within_class,generated_decomposition.between_class,generated_decomposition.identity_residual,generated_decomposition.total_trace,generated_decomposition.within_brief,generated_decomposition.within_class,generated_squared_iqr_sum,generated_trace,generated_weight_effective_size,generated_within,metric_view,n_generated,n_reference,painter_id,pipeline,reference_decomposition.between_class,reference_decomposition.identity_residual,reference_decomposition.total_trace,reference_decomposition.within_class,reference_membership,reference_squared_iqr_sum,reference_trace,reference_weight_effective_size,reference_within,route,squared_iqr_sum_ratio,status,target.built,target.land,target.water,trace_ratio
jpeg90_512:flux_2_max:claude_monet:artist_free,artist_free,15.673681390919668,1.9840158616809669,22.115996358510667,18.519524522734987,3.596471835775681,0.0,28.65042229424921,6.534425935738543,25.053950458473526,41.31880818210746,28.650422294249204,55.36102236421725,6.804157411224906,original31,72,38,claude_monet,jpeg90_512,3.2737291429702324,0.0,27.048029130123687,23.774299987153455,jpeg90_512:reference:claude_monet,44.016125915211944,27.04802913012368,38.0,6.885508118013796,flux_2_max,0.9387197833289482,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.059242511031642
jpeg90_512:flux_2_max:claude_monet:artist_free,artist_free,15.131735068263545,1.9978188941448938,21.042557770710864,17.68188033387924,3.360677436831627,0.0,27.16570188005725,6.123144109346383,23.805024443225623,38.60456995173759,27.16570188005725,55.36102236421725,6.584612529135947,nonredundant28,72,38,claude_monet,jpeg90_512,2.9206962614627523,7.105427357601002e-15,24.49587123380138,21.575174972338623,jpeg90_512:reference:claude_monet,39.577530036611314,24.495871233801374,38.0,6.549303644982704,flux_2_max,0.9754163515516585,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.1089910467267572
jpeg90_512:flux_2_max:claude_monet:artist_free,artist_free,5.040437037938548,0.6547769535909596,2.5028908637502036,2.1094832025954533,0.39340766115475057,0.0,3.206243263377832,0.7033523996276286,2.8128356022230823,4.47985853255157,3.206243263377832,55.36102236421725,2.252486399683206,family_balanced31,72,38,claude_monet,jpeg90_512,0.3093485780619911,0.0,2.5761413537648084,2.2667927757028172,jpeg90_512:reference:claude_monet,4.321904132869837,2.576141353764809,38.0,2.1331736846643827,flux_2_max,1.0365474093884743,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.244591357027899
jpeg90_512:flux_2_max:claude_monet:artist_free,artist_free,12.963356014369202,1.8996863565730209,18.95746725827755,16.034317699556293,2.923149558721255,-3.552713678800501e-15,23.672462537232235,4.714995278954689,20.74931297851098,32.985496191824474,23.67246253723223,55.36102236421725,6.05390578170109,no_texture19,72,38,claude_monet,jpeg90_512,1.8675697734258505,1.7763568394002505e-15,13.895004772722581,12.027434999296728,jpeg90_512:reference:claude_monet,28.078813965473355,13.895004772722578,38.0,5.009763876095091,flux_2_max,1.1747467764266875,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.7036671037136941
jpeg90_512:flux_2_max:claude_monet:named,named,12.40869407134522,1.4398247960435082,7.436125543129556,5.133930987623415,2.3021945555061403,0.0,9.57930599533055,2.1431804522009936,7.2771114398244094,15.927379239070415,9.579305995330554,55.36102236421725,4.083361157287916,original31,72,38,claude_monet,jpeg90_512,3.2737291429702324,0.0,27.048029130123687,23.774299987153455,jpeg90_512:reference:claude_monet,44.016125915211944,27.04802913012368,38.0,6.885508118013796,flux_2_max,0.36185327326969324,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.35415911263796956
jpeg90_512:flux_2_max:claude_monet:named,named,11.667025404342716,1.156449542000622,7.08373751889582,4.87468021105306,2.2090573078427598,0.0,9.080389296699082,1.9966517778032615,6.871331988856322,15.235584283813372,9.080389296699082,55.36102236421725,3.9612722173593906,nonredundant28,72,38,claude_monet,jpeg90_512,2.9206962614627523,7.105427357601002e-15,24.49587123380138,21.575174972338623,jpeg90_512:reference:claude_monet,39.577530036611314,24.495871233801374,38.0,6.549303644982704,flux_2_max,0.3849554095396971,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.370690603736079
jpeg90_512:flux_2_max:claude_monet:named,named,3.8822627003016157,0.4289249912524138,0.7911827129999248,0.5425002800928719,0.24868243290705297,0.0,1.0059423143322952,0.21475960133237043,0.7572598814252423,1.6686643606488558,1.0059423143322952,55.36102236421725,1.3201640243848192,family_balanced31,72,38,claude_monet,jpeg90_512,0.3093485780619911,0.0,2.5761413537648084,2.2667927757028172,jpeg90_512:reference:claude_monet,4.321904132869837,2.576141353764809,38.0,2.1331736846643827,flux_2_max,0.38609471875092866,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.39048412963139506
jpeg90_512:flux_2_max:claude_monet:named,named,9.742614161215256,1.1963717396756328,5.947037130328672,4.038092174355903,1.9089449559727694,0.0,7.295515504590114,1.3484783742614415,5.386570548617344,12.063459298073319,7.2955155045901146,55.36102236421725,3.536478545444532,no_texture19,72,38,claude_monet,jpeg90_512,1.8675697734258505,1.7763568394002505e-15,13.895004772722581,12.027434999296728,jpeg90_512:reference:claude_monet,28.078813965473355,13.895004772722578,38.0,5.009763876095091,flux_2_max,0.4296285203821981,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.5250459157028873
jpeg90_512:flux_2_max:paul_cezanne:artist_free,artist_free,12.581702380605119,1.6941876896027512,13.061610664596996,11.329750605890853,1.731860058706144,-3.552713678800501e-15,17.471424708567636,4.409814043970641,15.739564649861494,22.977961562625293,17.47142470856764,54.132158590308364,5.350030369817889,original31,72,32,paul_cezanne,jpeg90_512,1.0156195822643337,-3.552713678800501e-15,17.953284476211433,16.9376648939471,jpeg90_512:reference:paul_cezanne,25.26685999270902,17.95328447621143,32.0,5.537484321184479,flux_2_max,0.9094110455060815,descriptive,0.34375,0.5625,0.09375,0.9731603557954943
jpeg90_512:flux_2_max:paul_cezanne:artist_free,artist_free,11.897985397801538,1.5459798427470082,11.922800009119621,10.479905427040483,1.442894582079137,0.0,16.126126910379377,4.203326901259757,14.68323232830024,20.00434183734334,16.126126910379377,54.132158590308364,5.09806019546791,nonredundant28,72,32,paul_cezanne,jpeg90_512,0.8004954306680007,0.0,16.23808701960288,15.437591588934877,jpeg90_512:reference:paul_cezanne,22.525186918411485,16.238087019602876,32.0,5.25394535958662,flux_2_max,0.8880877175315391,descriptive,0.34375,0.5625,0.09375,0.993105092423243
jpeg90_512:flux_2_max:paul_cezanne:artist_free,artist_free,3.997503350943002,0.5197587152569636,1.4586456774714278,1.2779492806618722,0.18069639680955568,0.0,1.9388187472535825,0.48017306978215457,1.7581223504440273,2.38181705990578,1.9388187472535827,54.132158590308364,1.760377651354179,family_balanced31,72,32,paul_cezanne,jpeg90_512,0.09723271979537287,2.220446049250313e-16,1.7142250002898867,1.6169922804945136,jpeg90_512:reference:paul_cezanne,2.38826253296888,1.714225000289887,32.0,1.7173669843318593,flux_2_max,0.997301187380314,descriptive,0.34375,0.5625,0.09375,1.1310176592487657
jpeg90_512:flux_2_max:paul_cezanne:artist_free,artist_free,9.981405086718105,1.3408710887004567,11.071401941110814,9.734400980826612,1.337000960284202,-1.7763568394002505e-15,14.446508796015541,3.3751068549047285,13.10950783573134,17.298354758643118,14.446508796015543,54.132158590308364,4.739195909585025,no_texture19,72,32,paul_cezanne,jpeg90_512,0.4772262417726641,0.0,8.6536344664523,8.176408224679635,jpeg90_512:reference:paul_cezanne,12.14849119453308,8.6536344664523,32.0,3.9013380884326243,flux_2_max,1.4239097252198296,descriptive,0.34375,0.5625,0.09375,1.669415186419138
