omitted_development_painter,condition,cross_twice,energy,generated_squared_iqr_sum,generated_trace,generated_weight_effective_size,generated_within,n_generated,n_reference,painter_id,reference_squared_iqr_sum,reference_trace,reference_weight_effective_size,reference_within,route,squared_iqr_sum_ratio,status,target.built,target.land,target.water,trace_ratio
alfred_sisley,artist_free,15.716021926164531,1.9787274096100207,41.12667876201836,27.59408471802459,55.36102236421725,6.720001264151295,72,38,claude_monet,46.63827334102228,28.07153657062417,38.0,7.017293252403216,flux_2_max,0.8818224993300511,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.9829916024939221
alfred_sisley,named,12.490395474629862,1.3774765681923506,16.868356772658526,9.631885019209328,55.36102236421725,4.095625654034295,72,38,claude_monet,46.63827334102228,28.07153657062417,38.0,7.017293252403216,flux_2_max,0.36168484732091033,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.3431192658434217
alfred_sisley,artist_free,12.49275712337327,1.741807418540767,24.54859170216657,16.949749663889516,54.132158590308364,5.315169488459403,72,32,paul_cezanne,25.865707527933612,16.910672461547026,32.0,5.4357802163731,flux_2_max,0.9490786855784004,descriptive,0.34375,0.5625,0.09375,1.0023108012074238
alfred_sisley,named,10.022607293393227,0.79487663665686,15.092037389669587,8.057193979150625,54.132158590308364,3.7919504403632667,72,32,paul_cezanne,25.865707527933612,16.910672461547026,32.0,5.4357802163731,flux_2_max,0.5834766891016213,descriptive,0.34375,0.5625,0.09375,0.4764561549797491
alfred_sisley,artist_free,18.382010633842935,4.300323323374103,50.32140666432184,29.841892955802614,55.36102236421725,7.064394058065615,72,38,claude_monet,46.63827334102228,28.07153657062417,38.0,7.017293252403216,nano_banana_2,1.0789723345109334,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.0630658881363502
alfred_sisley,named,16.387938638266707,3.4274730785409453,44.0717427082636,20.860062657905484,55.36102236421725,5.943172307322545,72,38,claude_monet,46.63827334102228,28.07153657062417,38.0,7.017293252403216,nano_banana_2,0.9449694328520263,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.7431036988454267
alfred_sisley,artist_free,16.93270886073904,5.043724389278779,38.3901092198891,25.974349035592812,54.13215859030838,6.453204255087162,72,32,paul_cezanne,25.865707527933612,16.910672461547026,32.0,5.4357802163731,nano_banana_2,1.4842087415714333,descriptive,0.34375,0.5625,0.09375,1.5359737523540575
alfred_sisley,named,13.106977971607439,3.0630783908562726,21.190610562260282,12.22157109898823,54.13215859030838,4.608119364378066,72,32,paul_cezanne,25.865707527933612,16.910672461547026,32.0,5.4357802163731,nano_banana_2,0.8192550132013798,descriptive,0.34375,0.5625,0.09375,0.7227134891754726
alfred_sisley,artist_free,15.845167555113456,2.6072208546197047,49.16867123758557,22.267932235886164,55.36102236421725,6.220653448090534,72,38,claude_monet,46.63827334102228,28.07153657062417,38.0,7.017293252403216,oauth_gpt_image_2,1.0542558228530643,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.7932566206293366
alfred_sisley,generic_named,13.279694993807183,2.3988089110089312,14.714068697791586,8.41853823928499,55.36102236421725,3.863592830395036,72,38,claude_monet,46.63827334102228,28.07153657062417,38.0,7.017293252403216,oauth_gpt_image_2,0.3154934272587945,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.29989588272466283
alfred_sisley,named,14.066323979802338,2.3583942634591812,25.114874891005474,12.633371215897611,55.36102236421725,4.69063646393994,72,38,claude_monet,46.63827334102228,28.07153657062417,38.0,7.017293252403216,oauth_gpt_image_2,0.5385035313671193,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.45004202688063644
alfred_sisley,artist_free,12.238181676464775,2.0823208005285476,24.707489015387225,13.033108058420796,54.132158590308364,4.720080659563127,72,32,paul_cezanne,25.865707527933612,16.910672461547026,32.0,5.4357802163731,oauth_gpt_image_2,0.9552218507343914,descriptive,0.34375,0.5625,0.09375,0.77070312183366
alfred_sisley,generic_named,10.991879243933267,2.2955364735446055,7.5508378783101895,6.095361686419217,53.46651532349603,3.2605625540155616,70,32,paul_cezanne,25.865707527933612,16.910672461547026,32.0,5.4357802163731,oauth_gpt_image_2,0.2919246600989236,descriptive,0.34375,0.5625,0.09375,0.3604446659515987
alfred_sisley,named,11.080701067801083,1.9768145496569298,11.733610619412149,7.911267955391732,54.132158590308364,3.6681063017710533,72,32,paul_cezanne,25.865707527933612,16.910672461547026,32.0,5.4357802163731,oauth_gpt_image_2,0.45363578810826893,descriptive,0.34375,0.5625,0.09375,0.4678269284312063
camille_pissarro,artist_free,15.70435437519232,1.912350379940949,40.6630188615012,27.96819659131738,55.36102236421725,6.758927690585188,72,38,claude_monet,44.54311751591416,28.685384554940995,38.0,7.033076304666183,flux_2_max,0.9128911744215771,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.974998140176577
camille_pissarro,named,12.474710809293093,1.3340058074778938,16.807260776370445,9.667028252642975,55.36102236421725,4.107628697149016,72,38,claude_monet,44.54311751591416,28.685384554940995,38.0,7.033076304666183,flux_2_max,0.3773256501493328,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.33700187055633707
camille_pissarro,artist_free,12.507468993677016,1.7187792320003954,24.516572257962057,17.10070507268512,54.132158590308364,5.341160753198711,72,32,paul_cezanne,26.53008575891571,16.961571974568205,32.0,5.447529008477909,flux_2_max,0.9241045234738078,descriptive,0.34375,0.5625,0.09375,1.0082028421850007
camille_pissarro,named,10.084310661384812,0.8158881822663346,15.034184817878652,8.171609182843284,54.132158590308364,3.820893470640568,72,32,paul_cezanne,26.53008575891571,16.961571974568205,32.0,5.447529008477909,flux_2_max,0.5666843656103244,descriptive,0.34375,0.5625,0.09375,0.4817719250960706
camille_pissarro,artist_free,18.314921596010493,4.239700734353818,50.078258328712536,29.579599111301043,55.36102236421725,7.0421445569904915,72,38,claude_monet,44.54311751591416,28.685384554940995,38.0,7.033076304666183,nano_banana_2,1.1242647825631156,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.031173176522956
camille_pissarro,named,16.293175156017593,3.359046226321583,42.79463010521545,20.5303783584449,55.36102236421725,5.901052625029827,72,38,claude_monet,44.54311751591416,28.685384554940995,38.0,7.033076304666183,nano_banana_2,0.9607461823911624,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.7157086675663403
camille_pissarro,artist_free,16.79998917988111,4.873842672650918,37.34249477621919,26.386051887220592,54.13215859030838,6.478617498752282,72,32,paul_cezanne,26.53008575891571,16.961571974568205,32.0,5.447529008477909,nano_banana_2,1.4075527352439807,descriptive,0.34375,0.5625,0.09375,1.5556371736524914
camille_pissarro,named,13.001229726659028,2.9745735087967855,20.606811737362673,12.080331996913722,54.13215859030838,4.579127209384334,72,32,paul_cezanne,26.53008575891571,16.961571974568205,32.0,5.447529008477909,nano_banana_2,0.7767337024320602,descriptive,0.34375,0.5625,0.09375,0.7122177127819695
camille_pissarro,artist_free,15.860034415762824,2.5946069321567533,49.13740732422407,22.377777206145073,55.36102236421725,6.232351178939887,72,38,claude_monet,44.54311751591416,28.685384554940995,38.0,7.033076304666183,oauth_gpt_image_2,1.1031425294080164,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.7801107620950666
camille_pissarro,generic_named,13.365614613097478,2.531422907149964,14.197892211135525,8.13838704095055,55.36102236421725,3.80111540128133,72,38,claude_monet,44.54311751591416,28.685384554940995,38.0,7.033076304666183,oauth_gpt_image_2,0.31874491510530145,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.28371197274218624
camille_pissarro,named,14.159563677057594,2.4628294446457897,25.03022721770926,12.493210937155366,55.36102236421725,4.663657927745621,72,38,claude_monet,44.54311751591416,28.685384554940995,38.0,7.033076304666183,oauth_gpt_image_2,0.5619325411780299,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.4355253077826854
camille_pissarro,artist_free,12.221727440317501,2.050513619580543,24.683935099311995,13.030136086415053,54.132158590308364,4.723684812259049,72,32,paul_cezanne,26.53008575891571,16.961571974568205,32.0,5.447529008477909,oauth_gpt_image_2,0.9304129403734288,descriptive,0.34375,0.5625,0.09375,0.7682151221568463
camille_pissarro,generic_named,10.954458262096717,2.219153485413686,7.642968595762154,6.234066175226744,53.46651532349603,3.287775768205121,70,32,paul_cezanne,26.53008575891571,16.961571974568205,32.0,5.447529008477909,oauth_gpt_image_2,0.28808684092525616,descriptive,0.34375,0.5625,0.09375,0.36754059025743374
camille_pissarro,named,11.091743244374836,1.941322085620115,11.862920945404344,8.119332845157983,54.132158590308364,3.7028921502768117,72,32,paul_cezanne,26.53008575891571,16.961571974568205,32.0,5.447529008477909,oauth_gpt_image_2,0.44714973985403295,descriptive,0.34375,0.5625,0.09375,0.4786898795307372
claude_monet,artist_free,16.640963879277322,2.1380538300816765,46.53333945075145,33.206161578742005,55.36102236421725,7.304511752874697,72,38,claude_monet,47.37671069947378,29.792994473601812,38.0,7.198398296320948,flux_2_max,0.9821986111684258,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.1145627408538756
claude_monet,named,12.917383509731925,1.4279529366088557,18.130676397091488,10.617213739559135,55.36102236421725,4.291032276802121,72,38,claude_monet,47.37671069947378,29.792994473601812,38.0,7.198398296320948,flux_2_max,0.3826917514831368,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.35636611650321204
claude_monet,artist_free,13.061227235668866,1.772651443967849,27.16849160581276,19.856889345027376,54.132158590308364,5.698597133575943,72,32,paul_cezanne,27.774913875539195,17.860451505782898,32.0,5.589978658125075,flux_2_max,0.978166547250377,descriptive,0.34375,0.5625,0.09375,1.1117798079515553
claude_monet,named,10.399324109553056,0.8120166067534083,16.184398589120146,8.99822808045616,54.132158590308364,3.9973288446745734,72,32,paul_cezanne,27.774913875539195,17.860451505782898,32.0,5.589978658125075,flux_2_max,0.582698425696053,descriptive,0.34375,0.5625,0.09375,0.503807424887478
claude_monet,artist_free,19.171518274603393,4.514569320274388,56.05910827490198,33.261050747605466,55.36102236421725,7.458550658008056,72,38,claude_monet,47.37671069947378,29.792994473601812,38.0,7.198398296320948,nano_banana_2,1.1832629882328372,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.1164050923809132
claude_monet,named,16.886633952264308,3.4661731001931955,47.114913401654924,22.868171706283686,55.36102236421725,6.222062555750163,72,38,claude_monet,47.37671069947378,29.792994473601812,38.0,7.198398296320948,nano_banana_2,0.9944741352036969,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.7675687560223633
claude_monet,artist_free,17.28460157922904,4.993182457958489,38.765754964903536,28.26160830587095,54.13215859030838,6.7014404631454765,72,32,paul_cezanne,27.774913875539195,17.860451505782898,32.0,5.589978658125075,nano_banana_2,1.395711077219352,descriptive,0.34375,0.5625,0.09375,1.5823568792043328
claude_monet,named,13.358605356954687,3.016265112728364,22.06964531373837,12.990930356419172,54.13215859030838,4.752361586101248,72,32,paul_cezanne,27.774913875539195,17.860451505782898,32.0,5.589978658125075,nano_banana_2,0.7945891538182108,descriptive,0.34375,0.5625,0.09375,0.7273573320480134
claude_monet,artist_free,16.731265848296474,2.7615769446374543,58.82584529601555,26.62646210654017,55.36102236421725,6.77129060733807,72,38,claude_monet,47.37671069947378,29.792994473601812,38.0,7.198398296320948,oauth_gpt_image_2,1.2416616609195905,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.8937155387362167
claude_monet,generic_named,13.70159052898303,2.465225016686502,15.937507241127276,9.186943563697081,55.36102236421725,4.037967215975579,72,38,claude_monet,47.37671069947378,29.792994473601812,38.0,7.198398296320948,oauth_gpt_image_2,0.3363996150392158,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.3083591873195964
claude_monet,named,14.64506818041812,2.4328526737486866,28.68071201042674,14.548320797186747,55.36102236421725,5.013817210348485,72,38,claude_monet,47.37671069947378,29.792994473601812,38.0,7.198398296320948,oauth_gpt_image_2,0.605375755027782,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.48831347953551085
claude_monet,artist_free,12.618975811279313,2.0710022512677213,26.287844388424702,14.431592240484846,54.132158590308364,4.957994901886517,72,32,paul_cezanne,27.774913875539195,17.860451505782898,32.0,5.589978658125075,oauth_gpt_image_2,0.946459978461927,descriptive,0.34375,0.5625,0.09375,0.8080194521293123
claude_monet,generic_named,11.297665209704883,2.20614772783477,8.248959105767323,7.196711824517944,53.46651532349603,3.5015388237450384,70,32,paul_cezanne,27.774913875539195,17.860451505782898,32.0,5.589978658125075,oauth_gpt_image_2,0.2969931479439083,descriptive,0.34375,0.5625,0.09375,0.402941203484569
claude_monet,named,11.445111693957646,1.9269841132176855,13.00248201725885,9.330844110999859,54.132158590308364,3.9281489226148856,72,32,paul_cezanne,27.774913875539195,17.860451505782898,32.0,5.589978658125075,oauth_gpt_image_2,0.4681376178346991,descriptive,0.34375,0.5625,0.09375,0.5224304720392258
paul_cezanne,artist_free,16.29644473237103,2.0552609308707526,48.27128626340618,34.82409391475973,55.36102236421725,7.413684393507007,72,38,claude_monet,42.97342385640505,26.35079511270177,38.0,6.827499407993268,flux_2_max,1.1232822970937537,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.321557613947429
paul_cezanne,named,12.390770497852305,1.2912291621459504,17.962797021451294,10.575297595825699,55.36102236421725,4.2720419277130866,72,38,claude_monet,42.97342385640505,26.35079511270177,38.0,6.827499407993268,flux_2_max,0.4179978090987972,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.40132745712588114
