after_energy,after_reference_trace_ratio,before_energy,before_reference_trace_ratio,change_from_full_contrast,deletion_kind,distinct_briefs,dropped_generated_ids.n,dropped_reference_ids.n,energy_change,energy_term_changes.cross_twice,energy_term_changes.energy,energy_term_changes.generated_within,energy_term_changes.reference_within,excluded_pairs.n,generated_decomposition_ratios.between_brief_means,generated_decomposition_ratios.between_brief_within_class,generated_decomposition_ratios.between_class,generated_decomposition_ratios.total_trace,generated_decomposition_ratios.within_brief,generated_decomposition_ratios.within_class,generated_squared_iqr_sum_ratio,generated_total_trace_ratio,n_pairs,n_reference,omitted,painter_id,retained_reference_class_counts.built,retained_reference_class_counts.land,retained_reference_class_counts.water,route,source_definition,status,target.built,target.land,target.water
1.4050951809288854,0.35564415476631855,1.9983768758750227,1.0751430114699887,0.03136493472927082,work,24,0,1,-0.5932816949461373,-3.378805188227414,-0.5932816949461373,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q67158045,claude_monet,4,13,20,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.4205880522051935,0.3490720206649665,2.038531738619154,1.055274882176102,0.0067029432614473805,work,24,0,1,-0.6179436864139607,-3.4034671796952374,-0.6179436864139607,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q19967292,claude_monet,4,12,21,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3915192808701766,0.34390337861172654,1.9756460771651732,1.0396496306209846,0.04051983338041154,work,24,0,1,-0.5841267962949965,-3.369650289576274,-0.5841267962949965,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q106925109,claude_monet,3,13,21,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3776355532254216,0.34942955462375297,2.027839504354521,1.056355738228425,-0.025557321453691273,work,24,0,1,-0.6502039511290993,-3.435727444410377,-0.6502039511290993,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q47615867,claude_monet,3,13,21,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3664246602580397,0.35328181492130567,1.9975823292674768,1.0680014539860718,-0.006511039334029078,work,24,0,1,-0.6311576690094372,-3.4166811622907147,-0.6311576690094372,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q117435199,claude_monet,4,13,20,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.4040492990053801,0.34869582583039266,1.991969472317452,1.0541376126837665,0.03672645636333627,work,24,0,1,-0.5879201733120718,-3.3734436665933494,-0.5879201733120718,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q2450237,claude_monet,4,12,21,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3504941881364951,0.34864067706908064,1.954425178034322,1.0539708932128538,0.020715639777581174,work,24,0,1,-0.6039309898978269,-3.3894544831791045,-0.6039309898978269,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q79790741,claude_monet,4,12,21,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3687615766788905,0.35346494521634314,2.0053115024532584,1.0685550726924649,-0.011903296098959792,work,24,0,1,-0.6365499257743679,-3.4220734190556463,-0.6365499257743679,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q105099626,claude_monet,4,13,20,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3500422453570478,0.39137243496658547,2.0347372317484727,1.1831526898362714,-0.060048356716016826,work,24,0,1,-0.6846949863914249,-3.4702184796727025,-0.6846949863914249,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q116143411,claude_monet,3,13,21,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3575447261837885,0.3568757915252389,2.0677988069528723,1.0788663558193226,-0.08560745109367573,work,24,0,1,-0.7102540807690838,-3.4957775740503614,-0.7102540807690838,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q50415977,claude_monet,4,12,21,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
1.3763464868228104,0.3480993061133799,1.9583410380510902,1.0523342820332975,0.04265207844712826,work,24,0,1,-0.5819945512282798,-3.3675180445095574,-0.5819945512282798,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,72,37,wikidata:Q17493461,claude_monet,4,13,20,flux_2_max,collection metadata proxy; not a photographic workflow,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
