painter_id,route,condition,k,draw,real_query_coverage,generated_query_coverage,generated_minus_real,median_anchor_radius
claude_monet,flux_2_max,artist_free,1,0,0.4444444444444444,0.3888888888888889,-0.055555555555555525,3.9991598313490453
claude_monet,flux_2_max,artist_free,1,1,0.4444444444444444,0.5,0.05555555555555558,3.9817146286374125
claude_monet,flux_2_max,artist_free,1,2,0.3333333333333333,0.2777777777777778,-0.055555555555555525,3.8021890889758927
claude_monet,flux_2_max,artist_free,1,3,0.5,0.3888888888888889,-0.1111111111111111,4.281198262675458
claude_monet,flux_2_max,artist_free,1,4,0.4444444444444444,0.2222222222222222,-0.2222222222222222,3.871211021440417
claude_monet,flux_2_max,artist_free,1,5,0.5555555555555556,0.3333333333333333,-0.22222222222222227,4.033978126320377
claude_monet,flux_2_max,artist_free,1,6,0.6111111111111112,0.2222222222222222,-0.38888888888888895,4.149348520510282
claude_monet,flux_2_max,artist_free,1,7,0.4444444444444444,0.3333333333333333,-0.1111111111111111,4.193120123154479
claude_monet,flux_2_max,artist_free,1,8,0.2777777777777778,0.3333333333333333,0.055555555555555525,3.9291215686217145
claude_monet,flux_2_max,artist_free,1,9,0.6111111111111112,0.2222222222222222,-0.38888888888888895,4.699620436535376
claude_monet,flux_2_max,artist_free,1,10,0.6111111111111112,0.2777777777777778,-0.33333333333333337,3.9597957589547006
claude_monet,flux_2_max,artist_free,1,11,0.5555555555555556,0.2777777777777778,-0.2777777777777778,4.144611187505666
claude_monet,flux_2_max,artist_free,1,12,0.7222222222222222,0.2777777777777778,-0.4444444444444444,4.609629533130278
claude_monet,flux_2_max,artist_free,1,13,0.2222222222222222,0.1111111111111111,-0.1111111111111111,3.498278253011502
claude_monet,flux_2_max,artist_free,1,14,0.7777777777777778,0.16666666666666666,-0.6111111111111112,4.057931505362106
claude_monet,flux_2_max,artist_free,1,15,0.4444444444444444,0.2777777777777778,-0.16666666666666663,4.010715381638979
claude_monet,flux_2_max,artist_free,1,16,0.5555555555555556,0.2222222222222222,-0.33333333333333337,4.067354819593043
claude_monet,flux_2_max,artist_free,1,17,0.6111111111111112,0.2222222222222222,-0.38888888888888895,4.365095610079077
