painter_id,route,condition,k,generated_query_coverage.n,generated_summary.maximum,generated_summary.median,generated_summary.minimum,generated_summary.quantile05,generated_summary.quantile95,median_anchor_radius.n,paired_generated_minus_real.n,real_query_coverage.n,real_summary.maximum,real_summary.median,real_summary.minimum,real_summary.quantile05,real_summary.quantile95,status
claude_monet,flux_2_max,artist_free,1,100,0.5,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.4444444444444444,100,100,100,0.8333333333333334,0.5,0.16666666666666666,0.2777777777777778,0.7222222222222222,available
claude_monet,flux_2_max,artist_free,3,100,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.7777777777777778,100,100,100,1.0,0.9444444444444444,0.5555555555555556,0.7222222222222222,1.0,available
claude_monet,flux_2_max,artist_free,5,100,1.0,0.7777777777777778,0.3888888888888889,0.5,0.9444444444444444,100,100,100,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,available
claude_monet,flux_2_max,named,1,100,0.7222222222222222,0.4444444444444444,0.16666666666666666,0.2777777777777778,0.5555555555555556,100,100,100,0.8333333333333334,0.5,0.16666666666666666,0.2777777777777778,0.7222222222222222,available
claude_monet,flux_2_max,named,3,100,0.9444444444444444,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.9444444444444444,100,100,100,1.0,0.9444444444444444,0.5555555555555556,0.7222222222222222,1.0,available
claude_monet,flux_2_max,named,5,100,1.0,0.9444444444444444,0.7777777777777778,0.8861111111111111,1.0,100,100,100,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,available
claude_monet,nano_banana_2,artist_free,1,100,0.2777777777777778,0.1111111111111111,0.0,0.0,0.2222222222222222,100,100,100,0.8333333333333334,0.5,0.16666666666666666,0.2777777777777778,0.7222222222222222,available
claude_monet,nano_banana_2,artist_free,3,100,0.5,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.3888888888888889,100,100,100,1.0,0.9444444444444444,0.5555555555555556,0.7222222222222222,1.0,available
claude_monet,nano_banana_2,artist_free,5,100,0.6666666666666666,0.3888888888888889,0.1111111111111111,0.21944444444444444,0.5555555555555556,100,100,100,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,available
claude_monet,nano_banana_2,named,1,100,0.4444444444444444,0.2222222222222222,0.0,0.1111111111111111,0.3888888888888889,100,100,100,0.8333333333333334,0.5,0.16666666666666666,0.2777777777777778,0.7222222222222222,available
claude_monet,nano_banana_2,named,3,100,0.7777777777777778,0.5,0.16666666666666666,0.2777777777777778,0.6666666666666666,100,100,100,1.0,0.9444444444444444,0.5555555555555556,0.7222222222222222,1.0,available
claude_monet,nano_banana_2,named,5,100,0.9444444444444444,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.8333333333333334,100,100,100,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,available
claude_monet,oauth_gpt_image_2,artist_free,1,100,0.4444444444444444,0.2222222222222222,0.05555555555555555,0.10833333333333334,0.3888888888888889,100,100,100,0.8333333333333334,0.5,0.16666666666666666,0.2777777777777778,0.7222222222222222,available
claude_monet,oauth_gpt_image_2,artist_free,3,100,0.7777777777777778,0.5,0.1111111111111111,0.21944444444444444,0.6694444444444443,100,100,100,1.0,0.9444444444444444,0.5555555555555556,0.7222222222222222,1.0,available
claude_monet,oauth_gpt_image_2,artist_free,5,100,1.0,0.6666666666666666,0.2777777777777778,0.3333333333333333,0.8888888888888888,100,100,100,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,available
claude_monet,oauth_gpt_image_2,generic_named,1,100,0.5,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.4444444444444444,100,100,100,0.8333333333333334,0.5,0.16666666666666666,0.2777777777777778,0.7222222222222222,available
claude_monet,oauth_gpt_image_2,generic_named,3,100,0.8333333333333334,0.6111111111111112,0.2777777777777778,0.3888888888888889,0.7249999999999999,100,100,100,1.0,0.9444444444444444,0.5555555555555556,0.7222222222222222,1.0,available
claude_monet,oauth_gpt_image_2,generic_named,5,100,0.9444444444444444,0.7777777777777778,0.3888888888888889,0.6611111111111111,0.8888888888888888,100,100,100,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,available
claude_monet,oauth_gpt_image_2,named,1,100,0.5,0.2777777777777778,0.0,0.10833333333333334,0.3916666666666665,100,100,100,0.8333333333333334,0.5,0.16666666666666666,0.2777777777777778,0.7222222222222222,available
