after.between_brief_trace,after.cross_repeat_between_trace,after.cross_repeat_pairs,after.total_trace,after.within_brief_trace,before.between_brief_trace,before.cross_repeat_between_trace,before.cross_repeat_pairs,before.total_trace,before.within_brief_trace,brief_ids,cell_id,changes.between_brief_trace,changes.cross_repeat_between_trace,changes.total_trace,changes.within_brief_trace,displacement.cross_repeat_mean_product,displacement.cross_repeat_products,displacement.grand_mean,displacement.mean_squared_brief_displacement,displacement.squared_grand_mean_displacement,n_briefs,n_repetitions,painter_id,route,scope,status
14.838207415974459,12.803467729425153,"[{""repetitions"":[0,1],""product"":12.138694713500321},{""repetitions"":[0,2],""product"":14.382252013230929},{""repetitions"":[1,2],""product"":11.889456461544201}]",19.023814992633557,4.185607576659095,20.309657297869496,17.815393981635083,"[{""repetitions"":[0,1],""product"":15.956950684080198},{""repetitions"":[0,2],""product"":19.255362912686934},{""repetitions"":[1,2],""product"":18.233868348138117}]",25.44809611453496,5.13843881666546,"[""built01"",""built02"",""built03"",""built04"",""built05"",""built06"",""built07"",""built08"",""land01"",""land02"",""land03"",""land04"",""land05"",""land06"",""land07"",""land08"",""water01"",""water02"",""water03"",""water04"",""water05"",""water06"",""water07"",""water08""]",primary512:nano_banana_2:claude_monet:named_minus_artist_free,-5.471449881895032,-5.011926252209932,-6.424281121901399,-0.952831240006365,7.556011735867308,"[4.754693344643563,9.498935989186178,8.414405873772184]","[0.5634914708548893,-0.35337478536759903,0.014136719388198127,0.0012776029436107766,0.07860062560408947,-0.40273395548801205,0.8304787591053352,0.46663276958070243,0.3262658703607171,0.23564864680262018,-0.3178291290710704,0.12401951968827281,-0.19053312242385634,-0.2735004424375848,0.712110774363515,0.3866288381208018,0.5513221492751909,0.20116943965563847,-0.0940778298150785,-0.0173115501354118,0.04750284686886445,0.07936213079998074,0.0476407518279948,0.07195688180989591,-0.26906232646901557,0.5122650768898357,0.16950150656921426,0.014269936410509219,-0.7965634697480913,-0.885261483518523,-0.8666825180791696]",12.658552718735328,5.467138704548258,24,3,claude_monet,nano_banana_2,all_briefs,descriptive
7.817867284879225,5.86885032836459,"[{""repetitions"":[0,1],""product"":6.470786803126511},{""repetitions"":[0,2],""product"":6.153110687059186},{""repetitions"":[1,2],""product"":4.982653494908075}]",12.32825313216161,4.510385847282383,8.42448692526109,6.8131887979280314,"[{""repetitions"":[0,1],""product"":6.117184119577113},{""repetitions"":[0,2],""product"":7.405193898957135},{""repetitions"":[1,2],""product"":6.917188375249847}]",11.902089302598812,3.4776023773377216,"[""built01"",""built02"",""built03"",""built04"",""built05"",""built06"",""built07"",""built08""]",primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.6066196403818662,-0.9443384695634403,0.4261638295627951,1.0327834699446614,4.852593446567702,"[4.519287008679915,5.09564453994998,4.94284879107321]","[0.5150969904688558,-0.27214737221114377,-0.12507610371678965,-0.05057769956950456,0.011044602020291694,-0.3814865150356299,0.827938670202483,0.3198140616594976,0.21897252159303363,0.19136931832720885,-0.17041241370534596,0.11740778901157835,-0.10971221865804245,-0.20928867314877259,0.5815309416671631,0.3409563896582079,0.35625989883897013,0.1196039193062726,-0.4309255268840737,-0.0647285488810542,0.010418601072191638,0.0699731766569878,0.057698378480812065,0.13930731435260682,-0.25036213440942057,0.14020610324118257,0.1940354505385076,0.10736048369444742,-0.770497386370855,-0.7860156830732958,-0.7199043422803877]",9.183262853789339,4.148790182455961,8,3,claude_monet,nano_banana_2,built,descriptive
12.649333458694901,10.87366324133557,"[{""repetitions"":[0,1],""product"":9.129797972566049},{""repetitions"":[0,2],""product"":13.392888847408724},{""repetitions"":[1,2],""product"":10.09830290403194}]",16.522611150708958,3.8732776920140575,17.444020003271152,14.261613463644675,"[{""repetitions"":[0,1],""product"":14.456476032928466},{""repetitions"":[0,2],""product"":11.99033463344557},{""repetitions"":[1,2],""product"":16.338029724559984}]",24.484962334798862,7.040942331527707,"[""land01"",""land02"",""land03"",""land04"",""land05"",""land06"",""land07"",""land08""]",primary512:nano_banana_2:claude_monet:named_minus_artist_free,-4.79468654457625,-3.3879502223091036,-7.9623511840899015,-3.167664639513651,7.613515974617671,"[5.139584675187295,7.775135597144358,9.92582765152136]","[0.549998030937785,-0.33589590148158416,0.18499728270144203,0.09927808002212753,0.1734772720749111,-0.37848214569215893,0.7992451509553571,0.5401832158194158,0.43459980424706535,0.37811922563647343,-0.16586410171518054,-0.038392697128736636,-0.05104631931657981,-0.3417249581882429,0.3798094445696517,0.38373077402756206,0.5430461997960236,0.10772846612772448,-0.26979482410851463,-0.09795997638465741,-0.0408623823265986,0.01169822227627013,0.007478048864603869,0.12545676355906638,-0.17047225015452266,0.8002504383914109,0.2205832762168484,0.0895843963549327,-1.0454125771940412,-1.0546221951884098,-1.0032724790289913]",13.130585129534309,6.679366973322299,8,3,claude_monet,nano_banana_2,land,descriptive
14.559607237445181,12.726013626861107,"[{""repetitions"":[0,1],""product"":11.941809883187016},{""repetitions"":[0,2],""product"":14.619735601017007},{""repetitions"":[1,2],""product"":11.616495396379287}]",18.73276642812603,4.173159190680847,24.725212353707686,22.516018755876573,"[{""repetitions"":[0,1],""product"":19.037744052651213},{""repetitions"":[0,2],""product"":26.859319889885555},{""repetitions"":[1,2],""product"":21.650992325092957}]",29.621984094838634,4.896771741130951,"[""water01"",""water02"",""water03"",""water04"",""water05"",""water06"",""water07"",""water08""]",primary512:nano_banana_2:claude_monet:named_minus_artist_free,-10.1656051162625,-9.790005129015471,-10.889217666712609,-0.7236125504501049,10.201925786416552,"[4.605208350063478,15.626027830464198,10.374541178721982]","[0.6253793911580268,-0.45208108241006906,-0.017511020820058038,-0.044867571621790614,0.05128000271706569,-0.44823320573624703,0.8642524561581655,0.5399010312631939,0.3252252852420524,0.13745739644417812,-0.6172108717926849,0.29304346718197666,-0.4108408292969468,-0.26948769597573907,1.1749919368537303,0.4351993506766352,0.7546603491905786,0.3761759335329184,0.41848686154735293,0.1107538748594762,0.17295232186100032,0.15641499346668425,0.07774582813856845,-0.04889343248198539,-0.3863525948431033,0.5963386890369136,0.09388579295228688,-0.15413507081785244,-0.5737804456793776,-0.8151465722938633,-0.8768707329281299]",15.661810172882333,7.5039545126808544,8,3,claude_monet,nano_banana_2,water,descriptive
9.553225253499521,7.665697461632459,"[{""repetitions"":[0,1],""product"":7.514582443460039},{""repetitions"":[0,2],""product"":6.926865279503647},{""repetitions"":[1,2],""product"":8.555644661933687}]",13.457031712696791,3.9038064591972668,23.795433387006383,21.32703049929354,"[{""repetitions"":[0,1],""product"":22.61291142746399},{""repetitions"":[0,2],""product"":18.795901715332008},{""repetitions"":[1,2],""product"":22.572278355084606}]",28.96519909988878,5.169765712882395,"[""built01"",""built02"",""built03"",""built04"",""built05"",""built06"",""built07"",""built08"",""land01"",""land02"",""land03"",""land04"",""land05"",""land06"",""land07"",""land08"",""water01"",""water02"",""water03"",""water04"",""water05"",""water06"",""water07"",""water08""]",primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-14.242208133506864,-13.66133303766108,-15.508167387191989,-1.2659592536851259,13.42882277372864,"[15.6287726127045,11.017590070245253,13.64010563823617]","[0.055898781999769054,-0.545827364443645,0.04262988294243821,-0.14747064401033352,0.40221407132214354,-0.4795341783140281,0.8786748286619295,-0.052916937380669514,0.4247995946561442,0.29622032610529453,0.24627356493214383,-0.19023755768325815,-0.2897493219461386,-0.2248086101174982,0.6689475635324764,0.5168663702469937,-0.5583166746098945,-0.9188045841825657,-0.17532808308711334,-0.4959879166212482,-0.40520486621344026,-0.21123946814957503,-0.14938291571337847,0.44035713965599815,-0.06929775389501738,0.09270068700239358,-0.05888839792953616,0.1075983054295604,-1.0224290928124204,-0.6423143697080449,-0.5740803134344243]",17.783495339454813,6.379037496170019,24,3,paul_cezanne,nano_banana_2,all_briefs,descriptive
4.459874561642992,2.852788395338337,"[{""repetitions"":[0,1],""product"":2.7544734947832157},{""repetitions"":[0,2],""product"":2.318479207634796},{""repetitions"":[1,2],""product"":3.4854124835970004}]",8.03767872341993,3.5778041617769367,9.480764017884312,8.624703035161321,"[{""repetitions"":[0,1],""product"":9.517755267529944},{""repetitions"":[0,2],""product"":7.596136314692459},{""repetitions"":[1,2],""product"":8.760217523261552}]",11.476825149140474,1.9960611312561654,"[""built01"",""built02"",""built03"",""built04"",""built05"",""built06"",""built07"",""built08""]",primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-5.02088945624132,-5.771914639822982,-3.4391464257205477,1.5817430305207718,11.9170663052937,"[14.903171790250283,11.410414467344829,9.437612658285987]","[0.0967717608365547,-0.5616864702577636,-0.10217603239583624,-0.08856966194219588,0.1794072541242704,-0.427568988159327,0.8293110915697683,-0.2638206934132022,0.2621037095840559,0.23097373052760717,0.4790905545797785,-0.2559557672713201,0.2532288629354086,0.0024145762454608408,-0.04483559701054796,0.35746421679374535,-0.8555687884061646,-1.219132559788675,-0.30327527910255975,-0.5942692297721016,-0.45322044718167986,-0.20562006099678834,-0.10305105468302936,0.6019109679116621,-0.11240456883529448,-0.4460510850623945,0.030681407780791155,0.22585102373977284,-1.2948720295947074,-0.7674236838331939,-0.5644610065371083]",14.664299417620342,8.058325337343923,8,3,paul_cezanne,nano_banana_2,built,descriptive
7.313591539811349,5.045368412083209,"[{""repetitions"":[0,1],""product"":4.7324823314634985},{""repetitions"":[0,2],""product"":4.020002952167936},{""repetitions"":[1,2],""product"":6.383619952618193}]",12.38391432021124,5.07032278039989,21.491777113134766,17.99136544725053,"[{""repetitions"":[0,1],""product"":24.43399058030164},{""repetitions"":[0,2],""product"":14.100021377242085},{""repetitions"":[1,2],""product"":15.44008438420787}]",29.183849642559252,7.6920725294244905,"[""land01"",""land02"",""land03"",""land04"",""land05"",""land06"",""land07"",""land08""]",primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-14.178185573323418,-12.94599703516732,-16.799935322348023,-2.6217497490246027,11.227548369298427,"[18.46998524460681,7.503219587510182,7.709440275778295]","[0.13400312898864136,-0.5069970259305361,0.057425370414389346,-0.17269293428041788,0.4144431087172168,-0.5546759517543992,1.0200860287517048,0.050722902879267104,0.6196142323668207,0.481046621924348,0.2873739007796071,-0.27688356898807376,-0.3950849561378814,-0.1311476882060402,0.3924632760193255,0.4974869032318019,-0.3462378122848027,-0.585123135944636,0.2986412228723142,-0.32646636336581913,-0.2752029243599296,-0.14655828238372456,-0.05875405878942815,0.3262358084006645,0.09170735272362096,0.36435062042431565,-0.1532821839574298,0.0034621107283494944,-0.9582052395024501,-0.6638722903065583,-0.6513290856106528]",16.803485193388532,5.992985264973852,8,3,paul_cezanne,nano_banana_2,land,descriptive
12.2981669285029,10.961868724122938,"[{""repetitions"":[0,1],""product"":10.305882851447269},{""repetitions"":[0,2],""product"":11.23432552724887},{""repetitions"":[1,2],""product"":11.345397793672669}]",15.361459363917877,3.0632924354149758,29.156511142790052,26.642910979188894,"[{""repetitions"":[0,1],""product"":24.266448258093956},{""repetitions"":[0,2],""product"":23.69949607711411},{""repetitions"":[1,2],""product"":31.962788602358625}]",34.977674620756574,5.821163477966522,"[""water01"",""water02"",""water03"",""water04"",""water05"",""water06"",""water07"",""water08""]",primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-16.85834421428715,-15.681042255065957,-19.616215256838696,-2.757871042551545,17.141853646593795,"[13.513160803256412,14.139136155880749,23.773263980644224]","[-0.06307854382588882,-0.568798597142635,0.17264031080876155,-0.181149335808387,0.6127918511249435,-0.4563575950283581,0.7866273656643155,0.05434697839192657,0.39268084201755615,0.1766406258639284,-0.027643760562953923,-0.037873336790380546,-0.727391872635943,-0.5456927183919154,1.659215011588652,0.6956479907154336,-0.4731434231387167,-0.9521580568143855,-0.5213501930310944,-0.5672281567258239,-0.4871912270987114,-0.28154006106821217,-0.2863436336676779,0.39292464265566773,-0.18719604557337866,0.3598025256452596,-0.05406441761196987,0.09348178182055891,-0.8142100093401048,-0.4956471349843825,-0.5064508481555121]",21.882701407355572,9.465326125598157,8,3,paul_cezanne,nano_banana_2,water,descriptive
6.606473254257219,5.652854271834345,"[{""repetitions"":[0,1],""product"":5.217901843936127},{""repetitions"":[0,2],""product"":5.980698445378641},{""repetitions"":[1,2],""product"":5.759962526188267}]",8.621561381131214,2.0150881268739926,19.683728245131665,17.00018758102019,"[{""repetitions"":[0,1],""product"":19.57458871657678},{""repetitions"":[0,2],""product"":17.175307102112566},{""repetitions"":[1,2],""product"":14.25066692437122}]",25.360820342482512,5.677092097350844,"[""built01"",""built02"",""built03"",""built04"",""built05"",""built06"",""built07"",""built08"",""land01"",""land02"",""land03"",""land04"",""land05"",""land06"",""land07"",""land08"",""water01"",""water02"",""water03"",""water04"",""water05"",""water06"",""water07"",""water08""]",primary512:flux_2_max:claude_monet:named_minus_artist_free,-13.077254990874453,-11.347333309185842,-16.739258961351304,-3.6620039704768512,15.817642496608883,"[18.510083935306508,16.583880600764058,12.358962953756086]","[0.6694089227809976,-0.5866751774834179,-0.04803958127026714,-0.014761229478111622,-0.01765196179634415,-0.051790838453213826,0.37327910855455887,0.616410656589207,0.2666272555163241,-0.0034789298760241477,-1.0598278006463246,0.3678430781631705,-0.04984119275148393,-0.2447838931200755,1.3335769238416282,0.31183002993326664,0.9074251742928708,0.22378364889354418,-1.1501467519034299,0.13765644310246894,0.06544330152739347,-0.04945512380198531,-0.25414860801176026,-0.4120907275632471,-0.2783512967549026,0.765862372743975,-0.01334517478805583,-0.22836584463442755,-0.4736677999899077,-0.6835226946379893,-0.8956663672539794]",19.779494921980334,9.251391114606408,24,3,claude_monet,flux_2_max,all_briefs,descriptive
3.27667275133812,2.472618712309613,"[{""repetitions"":[0,1],""product"":1.7851560816250536},{""repetitions"":[0,2],""product"":2.6066409345181865},{""repetitions"":[1,2],""product"":3.0260591207855985}]",5.118462035512275,1.8417892841741557,5.446447655853648,4.158538145880023,"[{""repetitions"":[0,1],""product"":4.55513439915232},{""repetitions"":[0,2],""product"":3.8571102002897137},{""repetitions"":[1,2],""product"":4.063369838198035}]",8.786225224682232,3.3397775688285845,"[""built01"",""built02"",""built03"",""built04"",""built05"",""built06"",""built07"",""built08""]",primary512:flux_2_max:claude_monet:named_minus_artist_free,-2.1697749045155277,-1.6859194335704102,-3.667763189169956,-1.497988284654429,7.002619291127399,"[7.241952279557241,6.707845024578054,7.058060569246901]","[0.7107446999559034,-0.5565698800505328,-0.13313488614864338,-0.047997543915601376,-0.14111952345893872,-0.13241368403566042,0.4319350440518711,0.6168160376160449,0.2701123589843754,0.08359486743417535,-0.8977424947251715,0.3503347642240564,-0.11340491683556964,-0.09638887266526282,0.6879120263592451,0.3118862821625402,0.9411545152157481,0.2900918847053148,-0.6850607596521692,0.18969095963090038,0.1367798442428743,0.02475894189899586,-0.17623717006005749,-0.3937748211349958,-0.33626886766613767,0.6485854850649623,0.01397998898104514,-0.1991962809995948,-0.5061675035854908,-0.6855531927339532,-0.8790009606847824]",9.67609706131109,6.79380885375436,8,3,claude_monet,flux_2_max,built,descriptive
