cell_id,condition,painter_id,product,repetitions,route,scope
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,15.956950684080198,"[0,1]",nano_banana_2,all_briefs
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,19.255362912686934,"[0,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,18.233868348138117,"[1,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,12.138694713500321,"[0,1]",nano_banana_2,all_briefs
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,14.382252013230929,"[0,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,11.889456461544201,"[1,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,6.117184119577113,"[0,1]",nano_banana_2,built
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,7.405193898957135,"[0,2]",nano_banana_2,built
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,6.917188375249847,"[1,2]",nano_banana_2,built
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,6.470786803126511,"[0,1]",nano_banana_2,built
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,6.153110687059186,"[0,2]",nano_banana_2,built
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,4.982653494908075,"[1,2]",nano_banana_2,built
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,14.456476032928466,"[0,1]",nano_banana_2,land
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,11.99033463344557,"[0,2]",nano_banana_2,land
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,16.338029724559984,"[1,2]",nano_banana_2,land
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,9.129797972566049,"[0,1]",nano_banana_2,land
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,13.392888847408724,"[0,2]",nano_banana_2,land
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,10.09830290403194,"[1,2]",nano_banana_2,land
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,19.037744052651213,"[0,1]",nano_banana_2,water
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,26.859319889885555,"[0,2]",nano_banana_2,water
primary512:nano_banana_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,21.650992325092957,"[1,2]",nano_banana_2,water
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,11.941809883187016,"[0,1]",nano_banana_2,water
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,14.619735601017007,"[0,2]",nano_banana_2,water
primary512:nano_banana_2:claude_monet:named_minus_artist_free,named,claude_monet,11.616495396379287,"[1,2]",nano_banana_2,water
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,22.61291142746399,"[0,1]",nano_banana_2,all_briefs
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,18.795901715332008,"[0,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,22.572278355084606,"[1,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,7.514582443460039,"[0,1]",nano_banana_2,all_briefs
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,6.926865279503647,"[0,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,8.555644661933687,"[1,2]",nano_banana_2,all_briefs
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,9.517755267529944,"[0,1]",nano_banana_2,built
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,7.596136314692459,"[0,2]",nano_banana_2,built
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,8.760217523261552,"[1,2]",nano_banana_2,built
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,2.7544734947832157,"[0,1]",nano_banana_2,built
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,2.318479207634796,"[0,2]",nano_banana_2,built
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,3.4854124835970004,"[1,2]",nano_banana_2,built
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,24.43399058030164,"[0,1]",nano_banana_2,land
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,14.100021377242085,"[0,2]",nano_banana_2,land
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,15.44008438420787,"[1,2]",nano_banana_2,land
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,4.7324823314634985,"[0,1]",nano_banana_2,land
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,4.020002952167936,"[0,2]",nano_banana_2,land
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,6.383619952618193,"[1,2]",nano_banana_2,land
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,24.266448258093956,"[0,1]",nano_banana_2,water
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,23.69949607711411,"[0,2]",nano_banana_2,water
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,31.962788602358625,"[1,2]",nano_banana_2,water
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,10.305882851447269,"[0,1]",nano_banana_2,water
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,11.23432552724887,"[0,2]",nano_banana_2,water
primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,11.345397793672669,"[1,2]",nano_banana_2,water
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,19.57458871657678,"[0,1]",flux_2_max,all_briefs
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,17.175307102112566,"[0,2]",flux_2_max,all_briefs
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,14.25066692437122,"[1,2]",flux_2_max,all_briefs
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,5.217901843936127,"[0,1]",flux_2_max,all_briefs
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,5.980698445378641,"[0,2]",flux_2_max,all_briefs
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,5.759962526188267,"[1,2]",flux_2_max,all_briefs
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,4.55513439915232,"[0,1]",flux_2_max,built
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,3.8571102002897137,"[0,2]",flux_2_max,built
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,4.063369838198035,"[1,2]",flux_2_max,built
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,1.7851560816250536,"[0,1]",flux_2_max,built
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,2.6066409345181865,"[0,2]",flux_2_max,built
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,3.0260591207855985,"[1,2]",flux_2_max,built
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,29.96395477997235,"[0,1]",flux_2_max,land
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,23.22783547560156,"[0,2]",flux_2_max,land
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,16.094213540179815,"[1,2]",flux_2_max,land
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,2.639669149985747,"[0,1]",flux_2_max,land
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,3.7509784898974905,"[0,2]",flux_2_max,land
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,2.1877366655954935,"[1,2]",flux_2_max,land
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,14.990195995242471,"[0,1]",flux_2_max,water
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,15.051853137670713,"[0,2]",flux_2_max,water
primary512:flux_2_max:claude_monet:named_minus_artist_free,artist_free,claude_monet,12.759692053379247,"[1,2]",flux_2_max,water
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,5.668033039655813,"[0,1]",flux_2_max,water
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,6.192938443966579,"[0,2]",flux_2_max,water
primary512:flux_2_max:claude_monet:named_minus_artist_free,named,claude_monet,5.61248258674805,"[1,2]",flux_2_max,water
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,12.087897540848722,"[0,1]",flux_2_max,all_briefs
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,12.383189554466655,"[0,2]",flux_2_max,all_briefs
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,13.724388163606108,"[1,2]",flux_2_max,all_briefs
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,5.902599337292054,"[0,1]",flux_2_max,all_briefs
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,6.051848541945584,"[0,2]",flux_2_max,all_briefs
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,5.1701878833267045,"[1,2]",flux_2_max,all_briefs
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,5.017235235444217,"[0,1]",flux_2_max,built
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,3.1867703874184485,"[0,2]",flux_2_max,built
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,2.387105534851299,"[1,2]",flux_2_max,built
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,3.0106366713855537,"[0,1]",flux_2_max,built
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,2.916509053248684,"[0,2]",flux_2_max,built
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,2.5413338046962792,"[1,2]",flux_2_max,built
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,12.238538375043667,"[0,1]",flux_2_max,land
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,12.904369313034003,"[0,2]",flux_2_max,land
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,12.014760821339731,"[1,2]",flux_2_max,land
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,3.909966683445425,"[0,1]",flux_2_max,land
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,4.323547903729071,"[0,2]",flux_2_max,land
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,3.964492031857435,"[1,2]",flux_2_max,land
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,10.881754134422932,"[0,1]",flux_2_max,water
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,11.458590559857363,"[0,2]",flux_2_max,water
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,15.596139343049641,"[1,2]",flux_2_max,water
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,5.356562482356796,"[0,1]",flux_2_max,water
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,6.363665700074519,"[0,2]",flux_2_max,water
primary512:flux_2_max:paul_cezanne:named_minus_artist_free,named,paul_cezanne,4.898819118775897,"[1,2]",flux_2_max,water
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,16.01860878418545,"[0,1]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,17.7753327208888,"[0,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,14.557336287263647,"[1,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,7.622714538726329,"[0,1]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,8.36934999845371,"[0,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,7.755759859032297,"[1,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,5.032061619409016,"[0,1]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,4.751593129784739,"[0,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,5.663398162117104,"[1,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,2.51572767520143,"[0,1]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,4.023988109451355,"[0,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,2.6993787139743612,"[1,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,9.811256232434769,"[0,1]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,9.84241396381353,"[0,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,9.267100403535057,"[1,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,5.904493187003558,"[0,1]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,4.994983660263524,"[0,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,4.536360076820696,"[1,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,19.333416954738006,"[0,1]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,23.245544214609616,"[0,2]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,artist_free,claude_monet,17.72036171365485,"[1,2]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,8.198371732207162,"[0,1]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,9.305242135991794,"[0,2]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,named,claude_monet,8.530331575959583,"[1,2]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,13.152936813130673,"[0,1]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,13.706982889887023,"[0,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,14.404709188549528,"[1,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,6.518794110809291,"[0,1]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,7.9544529103915735,"[0,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,6.713342083923743,"[1,2]",oauth_gpt_image_2,all_briefs
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,4.654068016655291,"[0,1]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,5.433194738952649,"[0,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,5.719869598742033,"[1,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,5.4405351773478925,"[0,1]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,8.670661643212764,"[0,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,5.301314590490262,"[1,2]",oauth_gpt_image_2,built
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,10.168087042938376,"[0,1]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,10.55829571883282,"[0,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,10.157693707233873,"[1,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,3.307645148189797,"[0,1]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,3.364772673844812,"[0,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,3.5371029320022487,"[1,2]",oauth_gpt_image_2,land
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,14.130512414824093,"[0,1]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,14.917959447195889,"[0,2]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,artist_free,paul_cezanne,16.500622192398676,"[1,2]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,6.840529926178083,"[0,1]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,7.665718119288795,"[0,2]",oauth_gpt_image_2,water
primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,named,paul_cezanne,7.568795996486225,"[1,2]",oauth_gpt_image_2,water
