common_primary_scaled.maximum,common_primary_scaled.median,common_primary_scaled.minimum,common_primary_scaled.q10,common_primary_scaled.q25,common_primary_scaled.q75,common_primary_scaled.q90,image_ids,label,level,n_reference,painter_id,pipeline,raw.maximum,raw.median,raw.minimum,raw.q10,raw.q25,raw.q75,raw.q90,support_status
3.902774869043784,0.010066169640397249,-1.0435207864283247,-0.4892737655547378,-0.19045550693550278,0.8515849094694594,1.5045497915889838,"[""wikidata:Q105099583"",""wikidata:Q105099601"",""wikidata:Q105099613"",""wikidata:Q105099626"",""wikidata:Q106879983"",""wikidata:Q106925109"",""wikidata:Q113520917"",""wikidata:Q116143411"",""wikidata:Q117435199"",""wikidata:Q117435200"",""wikidata:Q17492292"",""wikidata:Q17493461"",""wikidata:Q17493907"",""wikidata:Q19967292"",""wikidata:Q20538824"",""wikidata:Q20538849"",""wikidata:Q20809479"",""wikidata:Q2450237"",""wikidata:Q24953805"",""wikidata:Q30093031"",""wikidata:Q3794124"",""wikidata:Q47615867"",""wikidata:Q50415977"",""wikidata:Q50700359"",""wikidata:Q59530379"",""wikidata:Q63952037"",""wikidata:Q66126523"",""wikidata:Q67158045"",""wikidata:Q67220780"",""wikidata:Q67609602"",""wikidata:Q68372814"",""wikidata:Q79790733"",""wikidata:Q79790741"",""wikidata:Q79868506"",""wikidata:Q85224931"",""wikidata:Q87367853"",""wikidata:Q92787519"",""wikidata:Q92831691""]",all,all_reference,38,claude_monet,primary512,39.91871425762006,11.316493479549667,3.5751161884640648,7.647523573851977,9.84313245844584,17.499669936900144,22.297420593550036,finite_empirical_range_only
3.900053238228134,0.004378614206196112,-1.0413706504460878,-0.48983324629745467,-0.19151206618954328,0.8439471242350917,1.5053608833236,"[""wikidata:Q105099583"",""wikidata:Q105099601"",""wikidata:Q105099613"",""wikidata:Q105099626"",""wikidata:Q106879983"",""wikidata:Q106925109"",""wikidata:Q113520917"",""wikidata:Q116143411"",""wikidata:Q117435199"",""wikidata:Q117435200"",""wikidata:Q17492292"",""wikidata:Q17493461"",""wikidata:Q17493907"",""wikidata:Q19967292"",""wikidata:Q20538824"",""wikidata:Q20538849"",""wikidata:Q20809479"",""wikidata:Q2450237"",""wikidata:Q24953805"",""wikidata:Q30093031"",""wikidata:Q3794124"",""wikidata:Q47615867"",""wikidata:Q50415977"",""wikidata:Q50700359"",""wikidata:Q59530379"",""wikidata:Q63952037"",""wikidata:Q66126523"",""wikidata:Q67158045"",""wikidata:Q67220780"",""wikidata:Q67609602"",""wikidata:Q68372814"",""wikidata:Q79790733"",""wikidata:Q79790741"",""wikidata:Q79868506"",""wikidata:Q85224931"",""wikidata:Q87367853"",""wikidata:Q92787519"",""wikidata:Q92831691""]",all,all_reference,38,claude_monet,resolution256,39.89871669513162,11.274703371740811,3.590914612855862,7.6434127109644665,9.835369241780331,17.44355024328876,22.303380203337515,finite_empirical_range_only
3.8998619780543198,-0.024255246288243285,-1.051814876112938,-0.49451417390910474,-0.1912887485647326,0.8288447295899121,1.5056387430086189,"[""wikidata:Q105099583"",""wikidata:Q105099601"",""wikidata:Q105099613"",""wikidata:Q105099626"",""wikidata:Q106879983"",""wikidata:Q106925109"",""wikidata:Q113520917"",""wikidata:Q116143411"",""wikidata:Q117435199"",""wikidata:Q117435200"",""wikidata:Q17492292"",""wikidata:Q17493461"",""wikidata:Q17493907"",""wikidata:Q19967292"",""wikidata:Q20538824"",""wikidata:Q20538849"",""wikidata:Q20809479"",""wikidata:Q2450237"",""wikidata:Q24953805"",""wikidata:Q30093031"",""wikidata:Q3794124"",""wikidata:Q47615867"",""wikidata:Q50415977"",""wikidata:Q50700359"",""wikidata:Q59530379"",""wikidata:Q63952037"",""wikidata:Q66126523"",""wikidata:Q67158045"",""wikidata:Q67220780"",""wikidata:Q67609602"",""wikidata:Q68372814"",""wikidata:Q79790733"",""wikidata:Q79790741"",""wikidata:Q79868506"",""wikidata:Q85224931"",""wikidata:Q87367853"",""wikidata:Q92787519"",""wikidata:Q92831691""]",all,all_reference,38,claude_monet,jpeg90_512,39.897311384295406,11.064312083094952,3.5141742062528656,7.609018941655425,9.837010099214499,17.332583289613247,22.305421816175755,finite_empirical_range_only
0.9823969275676463,-0.27157452912757324,-0.5270786622700838,-0.4993125172055996,-0.45766329960887325,0.16413107224190399,0.6550905854373495,"[""wikidata:Q106925109"",""wikidata:Q116143411"",""wikidata:Q117435200"",""wikidata:Q47615867""]",built,broad_content,4,claude_monet,primary512,18.460829507520653,9.247099114775816,7.369746815855623,7.573762444205113,7.879785886729348,12.448506866278445,16.05590045102377,finite_empirical_range_only
0.9866610250691171,-0.2712681954214995,-0.5276240865849082,-0.4987300203310811,-0.45538892095034045,0.16324586243914352,0.6572949600171278,"[""wikidata:Q106925109"",""wikidata:Q116143411"",""wikidata:Q117435200"",""wikidata:Q47615867""]",built,broad_content,4,claude_monet,resolution256,18.49216055938564,9.2493499444601,7.365739234535006,7.578042421335194,7.896497201535477,12.442002663634835,16.07209740108532,finite_empirical_range_only
0.9822186602213905,-0.2826365843422824,-0.5310182559820995,-0.5080802665521713,-0.473673282407279,0.1625185069536782,0.6543385989143058,"[""wikidata:Q106925109"",""wikidata:Q116143411"",""wikidata:Q117435200"",""wikidata:Q47615867""]",built,broad_content,4,claude_monet,jpeg90_512,18.45951966329935,9.16581911929123,7.340800100899983,7.509340181482022,7.7621503023550815,12.436658317631597,16.05037512503225,finite_empirical_range_only
0.9823969275676463,0.9823969275676463,0.9823969275676463,0.9823969275676463,0.9823969275676463,0.9823969275676463,0.9823969275676463,"[""wikidata:Q47615867""]",built:bridge,exact_recorded_subject_label,1,claude_monet,primary512,18.460829507520653,18.460829507520653,18.460829507520653,18.460829507520653,18.460829507520653,18.460829507520653,18.460829507520653,singleton_no_within_stratum_variation
0.9866610250691171,0.9866610250691171,0.9866610250691171,0.9866610250691171,0.9866610250691171,0.9866610250691171,0.9866610250691171,"[""wikidata:Q47615867""]",built:bridge,exact_recorded_subject_label,1,claude_monet,resolution256,18.49216055938564,18.49216055938564,18.49216055938564,18.49216055938564,18.49216055938564,18.49216055938564,18.49216055938564,singleton_no_within_stratum_variation
0.9822186602213905,0.9822186602213905,0.9822186602213905,0.9822186602213905,0.9822186602213905,0.9822186602213905,0.9822186602213905,"[""wikidata:Q47615867""]",built:bridge,exact_recorded_subject_label,1,claude_monet,jpeg90_512,18.45951966329935,18.45951966329935,18.45951966329935,18.45951966329935,18.45951966329935,18.45951966329935,18.45951966329935,singleton_no_within_stratum_variation
-0.43452484538846975,-0.43452484538846975,-0.43452484538846975,-0.43452484538846975,-0.43452484538846975,-0.43452484538846975,-0.43452484538846975,"[""wikidata:Q116143411""]",built:misty village,exact_recorded_subject_label,1,claude_monet,primary512,8.049798910353923,8.049798910353923,8.049798910353923,8.049798910353923,8.049798910353923,8.049798910353923,8.049798910353923,singleton_no_within_stratum_variation
-0.43131053240548456,-0.43131053240548456,-0.43131053240548456,-0.43131053240548456,-0.43131053240548456,-0.43131053240548456,-0.43131053240548456,"[""wikidata:Q116143411""]",built:misty village,exact_recorded_subject_label,1,claude_monet,resolution256,8.073416523868968,8.073416523868968,8.073416523868968,8.073416523868968,8.073416523868968,8.073416523868968,8.073416523868968,singleton_no_within_stratum_variation
-0.4545582912156722,-0.4545582912156722,-0.4545582912156722,-0.4545582912156722,-0.4545582912156722,-0.4545582912156722,-0.4545582912156722,"[""wikidata:Q116143411""]",built:misty village,exact_recorded_subject_label,1,claude_monet,jpeg90_512,7.90260036950678,7.90260036950678,7.90260036950678,7.90260036950678,7.90260036950678,7.90260036950678,7.90260036950678,singleton_no_within_stratum_variation
-0.10862421286667677,-0.10862421286667677,-0.10862421286667677,-0.10862421286667677,-0.10862421286667677,-0.10862421286667677,-0.10862421286667677,"[""wikidata:Q117435200""]",built:rural cottages,exact_recorded_subject_label,1,claude_monet,primary512,10.444399319197709,10.444399319197709,10.444399319197709,10.444399319197709,10.444399319197709,10.444399319197709,10.444399319197709,singleton_no_within_stratum_variation
-0.11122585843751438,-0.11122585843751438,-0.11122585843751438,-0.11122585843751438,-0.11122585843751438,-0.11122585843751438,-0.11122585843751438,"[""wikidata:Q117435200""]",built:rural cottages,exact_recorded_subject_label,1,claude_monet,resolution256,10.425283365051232,10.425283365051232,10.425283365051232,10.425283365051232,10.425283365051232,10.425283365051232,10.425283365051232,singleton_no_within_stratum_variation
-0.11071487746889258,-0.11071487746889258,-0.11071487746889258,-0.11071487746889258,-0.11071487746889258,-0.11071487746889258,-0.11071487746889258,"[""wikidata:Q117435200""]",built:rural cottages,exact_recorded_subject_label,1,claude_monet,jpeg90_512,10.42903786907568,10.42903786907568,10.42903786907568,10.42903786907568,10.42903786907568,10.42903786907568,10.42903786907568,singleton_no_within_stratum_variation
