after_mean,before_mean,brief_id,cell_id,content_class,feature,mean_displacement,painter_id,route
0.47390264760456935,-0.23824738545430715,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,lightness_median,0.7121500330588765,claude_monet,nano_banana_2
1.2637536217224665,1.2187936071496754,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,lightness_iqr,0.0449600145727909,claude_monet,nano_banana_2
0.5879318412683178,0.7245789327024758,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,chroma_median,-0.136647091434158,claude_monet,nano_banana_2
1.2478256837576907,0.8738183756307194,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,chroma_iqr,0.3740073081269714,claude_monet,nano_banana_2
-0.1848452129002499,0.09353863485706537,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,chromatic_fraction,-0.2783838477573153,claude_monet,nano_banana_2
0.22302601267031585,0.5466289737811323,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,hue_concentration,-0.32360296111081643,claude_monet,nano_banana_2
-0.14834419396740745,-1.0896466092802128,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,hue_entropy,0.9413024153128055,claude_monet,nano_banana_2
0.9732168183152178,1.020383432903068,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,deltae_01,-0.04716661458785032,claude_monet,nano_banana_2
1.1338513194535287,1.2191673000170349,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,deltae_04,-0.08531598056350605,claude_monet,nano_banana_2
1.263406442744292,1.1186087836328211,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,deltae_16,0.14479765911147083,claude_monet,nano_banana_2
0.3093692964157781,0.00440982518395903,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,deltae_slope,0.30495947123181893,claude_monet,nano_banana_2
0.44146053324288975,0.6455066193424498,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,spectral_slope,-0.20404608609956001,claude_monet,nano_banana_2
0.6157545196735942,-0.8764772508269885,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,spectral_residual,1.4922317705005828,claude_monet,nano_banana_2
-0.010066832454750532,-0.06590851341047534,built01,primary512:nano_banana_2:claude_monet:named_minus_artist_free,built,spectral_anisotropy,0.0558416809557248,claude_monet,nano_banana_2
