after_between_brief,after_cross_repeat_between,after_total,after_within_brief,before_between_brief,before_cross_repeat_between,before_total,before_within_brief,cell_id,change_between_brief,change_cross_repeat_between,change_total,change_within_brief,feature,painter_id,route,scope
0.48318987830446997,0.45787122738589686,0.534433532070482,0.051243653766012115,0.6127666686029113,0.5884115394665844,0.6635045039413316,0.05073783533842066,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.12957679029844132,-0.13054031208068756,-0.1290709718708496,0.0005058184275914535,lightness_median,claude_monet,nano_banana_2,all_briefs
0.22447750765158428,0.18720816010345775,0.30011197290293745,0.07563446525135324,0.217861849755003,0.17891910437266986,0.29801956067910157,0.0801577109240984,primary512:nano_banana_2:claude_monet:named_minus_artist_free,0.0066156578965812785,0.008289055730787892,0.002092412223835882,-0.00452324567274516,lightness_iqr,claude_monet,nano_banana_2,all_briefs
0.2100045724283873,0.16642409119200494,0.2993696859251821,0.08936511349679478,0.17914692630183768,0.13420464559711495,0.27240820857997883,0.09326128227814114,primary512:nano_banana_2:claude_monet:named_minus_artist_free,0.03085764612654962,0.032219445594889984,0.026961477345203266,-0.003896168781346354,chroma_median,claude_monet,nano_banana_2,all_briefs
0.22985765131195135,0.20089485462079035,0.28851700262130037,0.05865935130934893,0.29095692715926574,0.25413481208090266,0.36737063292575406,0.07641370576648826,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.061099275847314394,-0.053239957460112314,-0.07885363030445369,-0.017754354457139333,chroma_iqr,claude_monet,nano_banana_2,all_briefs
0.1217742919248508,0.07854389092232539,0.21118331574148813,0.08940902381663728,0.11743854365788026,0.07777267189684837,0.19757210218537855,0.0801335585274983,primary512:nano_banana_2:claude_monet:named_minus_artist_free,0.004335748266970543,0.0007712190254770129,0.013611213556109586,0.009275465289138973,chromatic_fraction,claude_monet,nano_banana_2,all_briefs
0.20325216592215997,0.15448918795120611,0.30589655126332155,0.1026443853411615,0.25185410385114293,0.22812964006572103,0.30174256187850135,0.04988845802735837,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.04860193792898296,-0.07364045211451492,0.0041539893848202,0.05275592731380314,hue_concentration,claude_monet,nano_banana_2,all_briefs
0.12450164326184354,0.08054011444778607,0.2136875823405377,0.08918593907869414,0.20457768896860892,0.17413382226931196,0.2666298341836905,0.06205214521508154,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.08007604570676538,-0.09359370782152589,-0.05294225184315282,0.0271337938636126,hue_entropy,claude_monet,nano_banana_2,all_briefs
1.1639142197584607,1.08396952861792,1.328493578579513,0.16457935882105174,0.8205109253788293,0.7597052003577299,0.944040312284615,0.12352938690578576,primary512:nano_banana_2:claude_monet:named_minus_artist_free,0.34340329437963135,0.32426432826019014,0.38445326629489784,0.04104997191526598,deltae_01,claude_monet,nano_banana_2,all_briefs
0.6995574207773297,0.6567419184983225,0.7882256668258234,0.08866824604849387,0.5126485433294864,0.48060238631334995,0.5770384823432606,0.06438993901377416,primary512:nano_banana_2:claude_monet:named_minus_artist_free,0.18690887744784335,0.17613953218497258,0.2111871844825628,0.024278307034719712,deltae_04,claude_monet,nano_banana_2,all_briefs
0.5076251587617038,0.4792470980848058,0.5692607132481762,0.061635554486472705,0.3411268366116422,0.32116010987764615,0.3814325066593982,0.04030567004775596,primary512:nano_banana_2:claude_monet:named_minus_artist_free,0.16649832215006155,0.15808698820715966,0.18782820658877797,0.021329884438716744,deltae_16,claude_monet,nano_banana_2,all_briefs
0.3123309370303427,0.2668398257080868,0.40483648246990006,0.09250554543955752,0.6014429086827461,0.5350960831396382,0.7342681120440581,0.13282520336131182,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.2891119716524034,-0.2682562574315514,-0.329431629574158,-0.04031965792175429,deltae_slope,claude_monet,nano_banana_2,all_briefs
0.24601240387948084,0.19933955780076326,0.3439117064522791,0.09789930257279832,0.34589547394315984,0.29506269084553816,0.44953230988562315,0.10363683594246326,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.099883070063679,-0.0957231330447749,-0.10562060343334406,-0.0057375333696649405,spectral_slope,claude_monet,nano_banana_2,all_briefs
0.26895909971660226,0.11546906943349766,0.5815760856103079,0.31261698589370535,0.7840942861709501,0.4382352363821105,1.5297747565871609,0.7456804704162104,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-0.5151351864543479,-0.3227661669486128,-0.948198670976853,-0.4330634845225051,spectral_residual,claude_monet,nano_banana_2,all_briefs
