all_available,condition,k,original_radii,painter_id,pipeline,route,sample_size,sampled_coverage,sampled_median,status
0.2894736842105264,artist_free,3,"[4.689223426610484, 4.342120948958207, 4.5189942370618414, 4.958386549144716, 4.53168004469993, 3.774076896455879, 3.5989379657914506, 4.7517698885987825, 10.192201509229674, 5.732420756420231, 3.5989379657914506, 4.159892313926054, 4.095704182455167, 4.218967371991275, 4.661558819293898, 5.139250184269381, 4.197096415543454, 3.9337025230374145, 4.874880043878581, 6.06718355904824, 9.998329648018984, 4.425900487620978, 3.5883263593670867, 5.780900789628418, 3.9294511309544484, 5.919706782663704, 3.767911630397284, 3.2436386159514106, 3.767911630397284, 3.4082301466559173, 5.57511740527042, 4.191777031061701, 5.511722868339453, 3.964473251206345, 5.047210421907889, 4.184673105206288, 3.8608508301365783, 4.184673105206288]",claude_monet,primary512,nano_banana_2,38,"[0.26315789473684215, 0.2894736842105264, 0.2368421052631579, 0.26315789473684215, 0.2105263157894737, 0.18421052631578946, 0.2105263157894737, 0.2105263157894737, 0.1842105263157895, 0.2368421052631579, 0.26315789473684215, 0.2368421052631579, 0.2368421052631579, 0.2105263157894737, 0.18421052631578946, 0.2368421052631579, 0.26315789473684215, 0.2368421052631579, 0.18421052631578946, 0.2368421052631579, 0.21052631578947367, 0.2894736842105264, 0.26315789473684215, 0.1842105263157895, 0.2105263157894737, 0.2105263157894737, 0.2368421052631579, 0.2368421052631579, 0.2368421052631579, 0.26315789473684215, 0.2368421052631579, 0.21052631578947367, 0.26315789473684215, 0.2368421052631579, 0.26315789473684215, 0.2368421052631579, 0.26315789473684215, 0.26315789473684215, 0.2894736842105264, 0.2105263157894737, 0.26315789473684215, 0.26315789473684215, 0.2894736842105264, 0.21052631578947367, 0.26315789473684215, 0.21052631578947367, 0.2368421052631579, 0.2368421052631579, 0.2368421052631579, 0.2368421052631579, 0.2368421052631579, 0.21052631578947367, 0.2368421052631579, 0.18421052631578946, 0.26315789473684215, 0.26315789473684215, 0.2368421052631579, 0.26315789473684215, 0.2368421052631579, 0.2368421052631579, 0.2105263157894737, 0.21052631578947367, 0.2368421052631579, 0.2368421052631579, 0.18421052631578946, 0.26315789473684215, 0.26315789473684215, 0.2368421052631579, 0.2894736842105264, 0.2368421052631579, 0.2368421052631579, 0.2368421052631579, 0.2105263157894737, 0.26315789473684215, 0.2368421052631579, 0.26315789473684215, 0.2368421052631579, 0.21052631578947373, 0.21052631578947367, 0.2105263157894737, 0.26315789473684215, 0.21052631578947367, 0.2368421052631579, 0.26315789473684215, 0.26315789473684215, 0.26315789473684215, 0.26315789473684215, 0.2368421052631579, 0.2894736842105264, 0.26315789473684215, 0.26315789473684215, 0.2368421052631579, 0.26315789473684215, 0.2368421052631579, 0.26315789473684215, 0.26315789473684215, 0.2894736842105264, 0.2894736842105264, 0.2368421052631579, 0.2368421052631579]",0.2368421052631579,available
0.5789473684210527,named,3,"[4.689223426610484, 4.342120948958207, 4.5189942370618414, 4.958386549144716, 4.53168004469993, 3.774076896455879, 3.5989379657914506, 4.7517698885987825, 10.192201509229674, 5.732420756420231, 3.5989379657914506, 4.159892313926054, 4.095704182455167, 4.218967371991275, 4.661558819293898, 5.139250184269381, 4.197096415543454, 3.9337025230374145, 4.874880043878581, 6.06718355904824, 9.998329648018984, 4.425900487620978, 3.5883263593670867, 5.780900789628418, 3.9294511309544484, 5.919706782663704, 3.767911630397284, 3.2436386159514106, 3.767911630397284, 3.4082301466559173, 5.57511740527042, 4.191777031061701, 5.511722868339453, 3.964473251206345, 5.047210421907889, 4.184673105206288, 3.8608508301365783, 4.184673105206288]",claude_monet,primary512,nano_banana_2,38,"[0.5526315789473685, 0.5263157894736843, 0.5263157894736843, 0.4736842105263158, 0.4736842105263159, 0.5526315789473686, 0.5526315789473685, 0.5263157894736843, 0.4736842105263158, 0.4210526315789474, 0.39473684210526316, 0.4736842105263158, 0.4736842105263158, 0.5, 0.4736842105263159, 0.4736842105263159, 0.5263157894736843, 0.4210526315789474, 0.5263157894736843, 0.5000000000000001, 0.5263157894736843, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5263157894736843, 0.4736842105263159, 0.4736842105263158, 0.4210526315789474, 0.4473684210526316, 0.5000000000000001, 0.5263157894736843, 0.44736842105263164, 0.5526315789473686, 0.5526315789473686, 0.5, 0.5263157894736843, 0.42105263157894735, 0.5789473684210527, 0.42105263157894735, 0.5, 0.5789473684210527, 0.5000000000000001, 0.42105263157894735, 0.5000000000000001, 0.5263157894736843, 0.4736842105263158, 0.5000000000000001, 0.5000000000000001, 0.5263157894736843, 0.5263157894736843, 0.5263157894736843, 0.5, 0.5263157894736843, 0.4736842105263159, 0.44736842105263164, 0.5, 0.5526315789473686, 0.39473684210526316, 0.4736842105263158, 0.5263157894736843, 0.5526315789473685, 0.44736842105263164, 0.5263157894736843, 0.4736842105263158, 0.5526315789473686, 0.5000000000000001, 0.5526315789473686, 0.4736842105263158, 0.4736842105263158, 0.5263157894736843, 0.5789473684210527, 0.44736842105263164, 0.4473684210526316, 0.5263157894736843, 0.4473684210526316, 0.4736842105263158, 0.4736842105263158, 0.4736842105263158, 0.4473684210526316, 0.4736842105263159, 0.5000000000000001, 0.4210526315789474, 0.4210526315789474, 0.5263157894736843, 0.4210526315789474, 0.4736842105263159, 0.5000000000000001, 0.5263157894736843, 0.4736842105263159, 0.5263157894736843, 0.5526315789473685, 0.5, 0.5000000000000001, 0.5000000000000001, 0.5526315789473685, 0.42105263157894735, 0.5526315789473686, 0.4736842105263158, 0.5263157894736843, 0.5263157894736843]",0.5000000000000001,available
0.5526315789473684,artist_free,3,"[4.689223426610484, 4.342120948958207, 4.5189942370618414, 4.958386549144716, 4.53168004469993, 3.774076896455879, 3.5989379657914506, 4.7517698885987825, 10.192201509229674, 5.732420756420231, 3.5989379657914506, 4.159892313926054, 4.095704182455167, 4.218967371991275, 4.661558819293898, 5.139250184269381, 4.197096415543454, 3.9337025230374145, 4.874880043878581, 6.06718355904824, 9.998329648018984, 4.425900487620978, 3.5883263593670867, 5.780900789628418, 3.9294511309544484, 5.919706782663704, 3.767911630397284, 3.2436386159514106, 3.767911630397284, 3.4082301466559173, 5.57511740527042, 4.191777031061701, 5.511722868339453, 3.964473251206345, 5.047210421907889, 4.184673105206288, 3.8608508301365783, 4.184673105206288]",claude_monet,primary512,flux_2_max,38,"[0.4210526315789474, 0.5263157894736843, 0.5526315789473684, 0.42105263157894735, 0.5, 0.4473684210526316, 0.4473684210526316, 0.5, 0.5, 0.39473684210526316, 0.4473684210526316, 0.5, 0.39473684210526316, 0.42105263157894746, 0.4210526315789474, 0.4473684210526316, 0.5263157894736843, 0.4473684210526315, 0.368421052631579, 0.5, 0.5, 0.4473684210526316, 0.42105263157894735, 0.4736842105263158, 0.42105263157894735, 0.42105263157894735, 0.4473684210526316, 0.5526315789473684, 0.3947368421052632, 0.4473684210526316, 0.5, 0.5, 0.47368421052631576, 0.42105263157894735, 0.5, 0.5, 0.4736842105263158, 0.42105263157894735, 0.5, 0.5, 0.5263157894736843, 0.42105263157894735, 0.4736842105263158, 0.44736842105263164, 0.47368421052631576, 0.4210526315789474, 0.47368421052631576, 0.44736842105263164, 0.39473684210526316, 0.4210526315789474, 0.42105263157894735, 0.4736842105263158, 0.4736842105263158, 0.5263157894736843, 0.5, 0.42105263157894735, 0.4736842105263158, 0.5263157894736843, 0.4473684210526315, 0.5263157894736843, 0.4736842105263158, 0.47368421052631576, 0.5263157894736842, 0.42105263157894735, 0.4210526315789474, 0.4473684210526315, 0.5, 0.42105263157894735, 0.5, 0.4473684210526316, 0.5, 0.5, 0.5, 0.5, 0.5263157894736842, 0.4210526315789474, 0.5263157894736843, 0.42105263157894735, 0.42105263157894746, 0.4473684210526316, 0.4736842105263158, 0.4473684210526316, 0.5, 0.4473684210526315, 0.4736842105263158, 0.3947368421052632, 0.4736842105263158, 0.39473684210526316, 0.42105263157894735, 0.5, 0.5263157894736843, 0.5, 0.44736842105263164, 0.5, 0.4473684210526315, 0.3947368421052632, 0.47368421052631576, 0.5, 0.4473684210526316, 0.5263157894736842]",0.47368421052631576,available
0.7894736842105263,named,3,"[4.689223426610484, 4.342120948958207, 4.5189942370618414, 4.958386549144716, 4.53168004469993, 3.774076896455879, 3.5989379657914506, 4.7517698885987825, 10.192201509229674, 5.732420756420231, 3.5989379657914506, 4.159892313926054, 4.095704182455167, 4.218967371991275, 4.661558819293898, 5.139250184269381, 4.197096415543454, 3.9337025230374145, 4.874880043878581, 6.06718355904824, 9.998329648018984, 4.425900487620978, 3.5883263593670867, 5.780900789628418, 3.9294511309544484, 5.919706782663704, 3.767911630397284, 3.2436386159514106, 3.767911630397284, 3.4082301466559173, 5.57511740527042, 4.191777031061701, 5.511722868339453, 3.964473251206345, 5.047210421907889, 4.184673105206288, 3.8608508301365783, 4.184673105206288]",claude_monet,primary512,flux_2_max,38,"[0.6578947368421053, 0.736842105263158, 0.7631578947368421, 0.7631578947368421, 0.6315789473684211, 0.7105263157894737, 0.736842105263158, 0.7105263157894738, 0.7368421052631579, 0.7105263157894737, 0.6842105263157896, 0.6842105263157895, 0.7631578947368421, 0.7631578947368421, 0.736842105263158, 0.631578947368421, 0.631578947368421, 0.7631578947368421, 0.7894736842105263, 0.7894736842105263, 0.7631578947368421, 0.7105263157894737, 0.6842105263157895, 0.7105263157894737, 0.7105263157894737, 0.736842105263158, 0.7105263157894738, 0.7631578947368421, 0.736842105263158, 0.7631578947368421, 0.6578947368421053, 0.7631578947368421, 0.7105263157894737, 0.7105263157894738, 0.631578947368421, 0.7631578947368421, 0.6842105263157895, 0.763157894736842, 0.7105263157894737, 0.6842105263157896, 0.6842105263157895, 0.7631578947368421, 0.736842105263158, 0.631578947368421, 0.6578947368421053, 0.6842105263157896, 0.6842105263157896, 0.6842105263157896, 0.7631578947368421, 0.736842105263158, 0.7105263157894737, 0.7105263157894737, 0.736842105263158, 0.736842105263158, 0.7631578947368421, 0.7105263157894737, 0.7105263157894738, 0.736842105263158, 0.736842105263158, 0.7631578947368421, 0.736842105263158, 0.7631578947368421, 0.7105263157894737, 0.7105263157894737, 0.736842105263158, 0.7105263157894737, 0.736842105263158, 0.736842105263158, 0.6842105263157896, 0.6578947368421053, 0.736842105263158, 0.7631578947368421, 0.6842105263157895, 0.631578947368421, 0.736842105263158, 0.6842105263157895, 0.763157894736842, 0.7631578947368421, 0.7894736842105263, 0.631578947368421, 0.7631578947368421, 0.7105263157894737, 0.7894736842105263, 0.6842105263157896, 0.736842105263158, 0.736842105263158, 0.6578947368421053, 0.736842105263158, 0.7105263157894737, 0.7631578947368421, 0.736842105263158, 0.6578947368421053, 0.6578947368421053, 0.6578947368421053, 0.736842105263158, 0.7105263157894737, 0.7105263157894737, 0.7894736842105263, 0.7631578947368421, 0.7894736842105263]",0.736842105263158,available
0.5526315789473685,artist_free,3,"[4.689223426610484, 4.342120948958207, 4.5189942370618414, 4.958386549144716, 4.53168004469993, 3.774076896455879, 3.5989379657914506, 4.7517698885987825, 10.192201509229674, 5.732420756420231, 3.5989379657914506, 4.159892313926054, 4.095704182455167, 4.218967371991275, 4.661558819293898, 5.139250184269381, 4.197096415543454, 3.9337025230374145, 4.874880043878581, 6.06718355904824, 9.998329648018984, 4.425900487620978, 3.5883263593670867, 5.780900789628418, 3.9294511309544484, 5.919706782663704, 3.767911630397284, 3.2436386159514106, 3.767911630397284, 3.4082301466559173, 5.57511740527042, 4.191777031061701, 5.511722868339453, 3.964473251206345, 5.047210421907889, 4.184673105206288, 3.8608508301365783, 4.184673105206288]",claude_monet,primary512,oauth_gpt_image_2,38,"[0.5, 0.3684210526315789, 0.5, 0.4736842105263158, 0.5263157894736843, 0.5, 0.5, 0.5, 0.5263157894736843, 0.4736842105263158, 0.5263157894736843, 0.5, 0.5263157894736843, 0.4736842105263159, 0.4736842105263158, 0.39473684210526316, 0.5, 0.5263157894736843, 0.5263157894736843, 0.5, 0.5526315789473685, 0.5, 0.5263157894736843, 0.4736842105263159, 0.5263157894736843, 0.44736842105263164, 0.5263157894736843, 0.5526315789473685, 0.42105263157894735, 0.5263157894736843, 0.4473684210526316, 0.39473684210526316, 0.5526315789473685, 0.5, 0.5263157894736843, 0.5, 0.5, 0.4736842105263158, 0.44736842105263164, 0.5263157894736843, 0.5, 0.44736842105263164, 0.5263157894736843, 0.4736842105263158, 0.5, 0.5526315789473685, 0.44736842105263164, 0.4473684210526316, 0.5526315789473685, 0.5263157894736843, 0.5, 0.4736842105263158, 0.5263157894736843, 0.5, 0.5263157894736843, 0.5, 0.5263157894736843, 0.34210526315789475, 0.5263157894736843, 0.42105263157894735, 0.4736842105263158, 0.5263157894736843, 0.5, 0.3684210526315789, 0.5, 0.5526315789473685, 0.5, 0.4736842105263158, 0.5263157894736843, 0.4736842105263158, 0.5263157894736843, 0.42105263157894746, 0.5, 0.5, 0.5526315789473685, 0.5, 0.5, 0.4736842105263158, 0.5263157894736843, 0.5, 0.42105263157894735, 0.5526315789473685, 0.4473684210526316, 0.39473684210526316, 0.5, 0.5263157894736843, 0.4736842105263158, 0.5263157894736843, 0.5526315789473685, 0.42105263157894735, 0.5263157894736843, 0.5, 0.5, 0.5, 0.5, 0.5263157894736843, 0.42105263157894735, 0.5, 0.5263157894736843, 0.5]",0.5,available
0.4736842105263159,named,3,"[4.689223426610484, 4.342120948958207, 4.5189942370618414, 4.958386549144716, 4.53168004469993, 3.774076896455879, 3.5989379657914506, 4.7517698885987825, 10.192201509229674, 5.732420756420231, 3.5989379657914506, 4.159892313926054, 4.095704182455167, 4.218967371991275, 4.661558819293898, 5.139250184269381, 4.197096415543454, 3.9337025230374145, 4.874880043878581, 6.06718355904824, 9.998329648018984, 4.425900487620978, 3.5883263593670867, 5.780900789628418, 3.9294511309544484, 5.919706782663704, 3.767911630397284, 3.2436386159514106, 3.767911630397284, 3.4082301466559173, 5.57511740527042, 4.191777031061701, 5.511722868339453, 3.964473251206345, 5.047210421907889, 4.184673105206288, 3.8608508301365783, 4.184673105206288]",claude_monet,primary512,oauth_gpt_image_2,38,"[0.39473684210526316, 0.44736842105263164, 0.3421052631578948, 0.368421052631579, 0.39473684210526316, 0.39473684210526316, 0.4736842105263159, 0.4736842105263159, 0.368421052631579, 0.44736842105263164, 0.39473684210526316, 0.368421052631579, 0.4736842105263159, 0.4736842105263159, 0.4736842105263159, 0.4736842105263159, 0.44736842105263164, 0.4736842105263159, 0.4736842105263159, 0.4736842105263159, 0.39473684210526316, 0.4736842105263159, 0.4736842105263159, 0.4736842105263159, 0.4736842105263159, 0.42105263157894746, 0.4736842105263159, 0.4736842105263159, 0.4736842105263159, 0.368421052631579, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.4736842105263159, 0.39473684210526316, 0.39473684210526316, 0.4210526315789474, 0.34210526315789475, 0.368421052631579, 0.39473684210526316, 0.39473684210526316, 0.4736842105263159, 0.4736842105263159, 0.4736842105263159, 0.368421052631579, 0.368421052631579, 0.4736842105263159, 0.44736842105263164, 0.39473684210526316, 0.39473684210526316, 0.44736842105263164, 0.39473684210526316, 0.4736842105263159, 0.4210526315789474, 0.4736842105263159, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.4736842105263159, 0.4736842105263159, 0.368421052631579, 0.44736842105263164, 0.39473684210526316, 0.368421052631579, 0.39473684210526316, 0.368421052631579, 0.39473684210526316, 0.39473684210526316, 0.368421052631579, 0.4736842105263159, 0.39473684210526316, 0.4736842105263159, 0.34210526315789475, 0.368421052631579, 0.39473684210526316, 0.368421052631579, 0.4736842105263159, 0.44736842105263164, 0.44736842105263164, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.4736842105263159, 0.39473684210526316, 0.4736842105263159, 0.44736842105263164, 0.368421052631579, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.39473684210526316, 0.4736842105263159, 0.4736842105263159, 0.44736842105263164, 0.4736842105263159, 0.368421052631579, 0.39473684210526316]",0.39473684210526316,available
0.5526315789473685,generic_named,3,"[4.689223426610484, 4.342120948958207, 4.5189942370618414, 4.958386549144716, 4.53168004469993, 3.774076896455879, 3.5989379657914506, 4.7517698885987825, 10.192201509229674, 5.732420756420231, 3.5989379657914506, 4.159892313926054, 4.095704182455167, 4.218967371991275, 4.661558819293898, 5.139250184269381, 4.197096415543454, 3.9337025230374145, 4.874880043878581, 6.06718355904824, 9.998329648018984, 4.425900487620978, 3.5883263593670867, 5.780900789628418, 3.9294511309544484, 5.919706782663704, 3.767911630397284, 3.2436386159514106, 3.767911630397284, 3.4082301466559173, 5.57511740527042, 4.191777031061701, 5.511722868339453, 3.964473251206345, 5.047210421907889, 4.184673105206288, 3.8608508301365783, 4.184673105206288]",claude_monet,primary512,oauth_gpt_image_2,38,"[0.5263157894736843, 0.5263157894736843, 0.4210526315789474, 0.5263157894736843, 0.42105263157894746, 0.4736842105263158, 0.5, 0.5263157894736843, 0.5, 0.4736842105263158, 0.5, 0.4736842105263159, 0.4210526315789474, 0.5263157894736843, 0.44736842105263164, 0.44736842105263164, 0.5, 0.4736842105263159, 0.4736842105263159, 0.4736842105263158, 0.4736842105263159, 0.5, 0.5, 0.5, 0.39473684210526316, 0.42105263157894746, 0.5, 0.42105263157894746, 0.5, 0.5263157894736843, 0.5, 0.5, 0.4210526315789474, 0.4736842105263158, 0.5, 0.4736842105263158, 0.4736842105263159, 0.5263157894736843, 0.44736842105263164, 0.44736842105263164, 0.5, 0.5, 0.4736842105263158, 0.44736842105263164, 0.4736842105263159, 0.5, 0.5263157894736843, 0.44736842105263164, 0.5, 0.4736842105263158, 0.4736842105263159, 0.5, 0.42105263157894746, 0.3947368421052632, 0.4736842105263159, 0.44736842105263164, 0.5, 0.5, 0.44736842105263164, 0.5, 0.4736842105263158, 0.4736842105263158, 0.4736842105263159, 0.5, 0.4736842105263158, 0.4736842105263158, 0.42105263157894746, 0.5263157894736843, 0.44736842105263164, 0.5, 0.4736842105263158, 0.5263157894736843, 0.4736842105263158, 0.5263157894736843, 0.5263157894736843, 0.44736842105263164, 0.5, 0.4736842105263159, 0.5, 0.4736842105263159, 0.42105263157894746, 0.5, 0.4736842105263158, 0.5526315789473685, 0.5, 0.4736842105263158, 0.5, 0.5, 0.44736842105263164, 0.5263157894736843, 0.5, 0.5263157894736843, 0.44736842105263164, 0.5, 0.5, 0.5, 0.44736842105263164, 0.4736842105263158, 0.5, 0.5526315789473685]",0.4736842105263159,available
0.21875,artist_free,3,"[4.5208672639621925, 2.5758184083073856, 4.345598890213132, 2.6989013824037147, 3.5579789761542853, 5.962682664994504, 4.158887319727842, 5.975591490679618, 3.9026742593549675, 2.6496302118402286, 3.291301797892053, 3.0115309990518635, 3.1686878779451684, 3.589077607744067, 6.353344558281788, 4.265900565887968, 2.387917562312182, 2.483218946915325, 3.223577441201934, 2.736903964466266, 3.49605898903365, 5.8909967802131336, 6.745556915705858, 4.608312499643979, 4.672109545469774, 2.6861358282297347, 4.287167986209363, 3.053148736997804, 3.2825941905374845, 4.271758219369822, 4.171192955090327, 3.2313745432348746]",paul_cezanne,primary512,nano_banana_2,32,"[0.15625, 0.21875, 0.1875, 0.0625, 0.125, 0.09375, 0.21875, 0.21875, 0.1875, 0.1875, 0.03125, 0.1875, 0.21875, 0.1875, 0.1875, 0.1875, 0.1875, 0.15625, 0.1875, 0.125, 0.1875, 0.0625, 0.1875, 0.09375, 0.09375, 0.15625, 0.09375, 0.15625, 0.1875, 0.03125, 0.09375, 0.21875, 0.125, 0.21875, 0.15625, 0.1875, 0.1875, 0.125, 0.21875, 0.21875, 0.21875, 0.1875, 0.15625, 0.03125, 0.0625, 0.1875, 0.15625, 0.1875, 0.1875, 0.1875, 0.15625, 0.1875, 0.1875, 0.1875, 0.15625, 0.09375, 0.125, 0.1875, 0.09375, 0.1875, 0.1875, 0.09375, 0.15625, 0.1875, 0.15625, 0.125, 0.15625, 0.1875, 0.21875, 0.1875, 0.1875, 0.1875, 0.1875, 0.09375, 0.0625, 0.09375, 0.15625, 0.1875, 0.15625, 0.1875, 0.21875, 0.21875, 0.1875, 0.03125, 0.1875, 0.1875, 0.15625, 0.03125, 0.0625, 0.21875, 0.1875, 0.09375, 0.1875, 0.1875, 0.1875, 0.15625, 0.1875, 0.1875, 0.15625, 0.1875]",0.1875,available
0.34375,named,3,"[4.5208672639621925, 2.5758184083073856, 4.345598890213132, 2.6989013824037147, 3.5579789761542853, 5.962682664994504, 4.158887319727842, 5.975591490679618, 3.9026742593549675, 2.6496302118402286, 3.291301797892053, 3.0115309990518635, 3.1686878779451684, 3.589077607744067, 6.353344558281788, 4.265900565887968, 2.387917562312182, 2.483218946915325, 3.223577441201934, 2.736903964466266, 3.49605898903365, 5.8909967802131336, 6.745556915705858, 4.608312499643979, 4.672109545469774, 2.6861358282297347, 4.287167986209363, 3.053148736997804, 3.2825941905374845, 4.271758219369822, 4.171192955090327, 3.2313745432348746]",paul_cezanne,primary512,nano_banana_2,32,"[0.28125, 0.1875, 0.25, 0.25, 0.28125, 0.34375, 0.28125, 0.25, 0.34375, 0.3125, 0.25, 0.21875, 0.25, 0.28125, 0.34375, 0.28125, 0.34375, 0.3125, 0.25, 0.34375, 0.28125, 0.3125, 0.34375, 0.28125, 0.25, 0.3125, 0.3125, 0.34375, 0.34375, 0.34375, 0.3125, 0.28125, 0.3125, 0.28125, 0.25, 0.28125, 0.28125, 0.28125, 0.3125, 0.28125, 0.28125, 0.28125, 0.3125, 0.3125, 0.21875, 0.3125, 0.3125, 0.3125, 0.28125, 0.25, 0.28125, 0.34375, 0.21875, 0.25, 0.3125, 0.3125, 0.3125, 0.3125, 0.34375, 0.28125, 0.28125, 0.3125, 0.3125, 0.28125, 0.28125, 0.3125, 0.25, 0.3125, 0.25, 0.34375, 0.21875, 0.28125, 0.34375, 0.28125, 0.28125, 0.21875, 0.28125, 0.34375, 0.28125, 0.25, 0.28125, 0.28125, 0.3125, 0.25, 0.3125, 0.25, 0.34375, 0.28125, 0.25, 0.3125, 0.28125, 0.34375, 0.34375, 0.25, 0.28125, 0.28125, 0.3125, 0.25, 0.3125, 0.28125]",0.28125,available
0.4375,artist_free,3,"[4.5208672639621925, 2.5758184083073856, 4.345598890213132, 2.6989013824037147, 3.5579789761542853, 5.962682664994504, 4.158887319727842, 5.975591490679618, 3.9026742593549675, 2.6496302118402286, 3.291301797892053, 3.0115309990518635, 3.1686878779451684, 3.589077607744067, 6.353344558281788, 4.265900565887968, 2.387917562312182, 2.483218946915325, 3.223577441201934, 2.736903964466266, 3.49605898903365, 5.8909967802131336, 6.745556915705858, 4.608312499643979, 4.672109545469774, 2.6861358282297347, 4.287167986209363, 3.053148736997804, 3.2825941905374845, 4.271758219369822, 4.171192955090327, 3.2313745432348746]",paul_cezanne,primary512,flux_2_max,32,"[0.40625, 0.4375, 0.375, 0.25, 0.375, 0.40625, 0.40625, 0.40625, 0.375, 0.4375, 0.375, 0.40625, 0.40625, 0.34375, 0.34375, 0.375, 0.34375, 0.40625, 0.34375, 0.375, 0.40625, 0.34375, 0.40625, 0.375, 0.375, 0.34375, 0.40625, 0.40625, 0.34375, 0.375, 0.3125, 0.375, 0.34375, 0.3125, 0.40625, 0.375, 0.375, 0.375, 0.375, 0.34375, 0.40625, 0.40625, 0.34375, 0.4375, 0.3125, 0.40625, 0.375, 0.40625, 0.40625, 0.375, 0.40625, 0.34375, 0.40625, 0.40625, 0.375, 0.375, 0.3125, 0.40625, 0.40625, 0.375, 0.40625, 0.34375, 0.34375, 0.375, 0.34375, 0.40625, 0.25, 0.34375, 0.28125, 0.40625, 0.34375, 0.40625, 0.34375, 0.375, 0.34375, 0.40625, 0.375, 0.34375, 0.375, 0.375, 0.375, 0.4375, 0.40625, 0.375, 0.40625, 0.375, 0.4375, 0.40625, 0.40625, 0.40625, 0.4375, 0.40625, 0.4375, 0.3125, 0.34375, 0.4375, 0.375, 0.40625, 0.3125, 0.375]",0.375,available
